a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.linkquality	a.linklowquality	a.commentsnotes	a.rank	m._domain_url	m._ql_title	m._unkvalue	m._control	m._ql_url
samanthashook	291	291	00bf4b20bdbd76b4a04a0b2726f0718d	172http://desmoines.craigslist.org/	2015-03-20	ql20150318	3	Topic too specific		5	http://desmoines.craigslist.org/	Des Moines Farm & Garden	n172	172	http://desmoines.craigslist.org/search/grd
samanthashook	291	291	140694c7143ebad47b99e56fe7c901fc	173http://desmoines.craigslist.org/	2015-03-20	ql20150318	2			6	http://desmoines.craigslist.org/	Free Stuff	n173	173	http://desmoines.craigslist.org/search/zip
samanthashook	291	291	1ac1cbde0f2032353484002a79201c67	171http://desmoines.craigslist.org/	2015-03-20	ql20150318	3	Topic too specific		4	http://desmoines.craigslist.org/	All	n171	171	http://desmoines.craigslist.org/search/fua
samanthashook	291	291	432acb7c3f4cedf7912309796d21310c	167http://desmoines.craigslist.org/	2015-03-20	ql20150318	3	Topic too specific		0	http://desmoines.craigslist.org/	Furniture	n167	167	http://desmoines.craigslist.org/fua
samanthashook	291	291	4f2619c3692b76152cd4fecd4f95cbbb	168http://desmoines.craigslist.org/	2015-03-20	ql20150318	3		one level deeper would probably be more useful	1	http://desmoines.craigslist.org/	Cars & Trucks	n168	168	http://desmoines.craigslist.org/i/autos
samanthashook	291	291	71ead28e2cc974bc8d49aa1c23e20c24	170http://desmoines.craigslist.org/	2015-03-20	ql20150318	3	Topic too specific		3	http://desmoines.craigslist.org/	Pets	n170	170	http://desmoines.craigslist.org/pet/
samanthashook	291	291	ce6490dd09a4b25a58afe8ec464a887f	169http://desmoines.craigslist.org/	2015-03-20	ql20150318	3	Topic too specific		2	http://desmoines.craigslist.org/	Motorcycles	n169	169	http://desmoines.craigslist.org/i/motorcycles
samanthashook	300	300	13925ead8ac8ad74ac7cf4750e011b97	1334http://www.lasvegashotels.com/	2015-03-20	ql20150318	3	Topic too specific		1	http://www.lasvegashotels.com/	Shopping	n1334	1334	http://www.lasvegashotels.com/attractions/shopping.htm
samanthashook	300	300	42868947cf8687a82fe46967ea6622e0	1337http://www.lasvegashotels.com/	2015-03-20	ql20150318	3	Topic too specific		4	http://www.lasvegashotels.com/	Circus Circus Las Vegas	n1337	1337	http://www.lasvegashotels.com/circus-circus-las-vegas.htm
samanthashook	300	300	44015003809ee126f7b8f0d92033d662	1336http://www.lasvegashotels.com/	2015-03-20	ql20150318	3	Topic too specific		3	http://www.lasvegashotels.com/	Tours	n1336	1336	http://www.lasvegashotels.com/attractions/tours.htm
samanthashook	300	300	a67cf94122a3e1e6c3821b6d5fba2588	1338http://www.lasvegashotels.com/	2015-03-20	ql20150318	2			5	http://www.lasvegashotels.com/	Hotels	n1338	1338	http://www.lasvegashotels.com/hotels/
samanthashook	300	300	b805d0ea58d60dd0b999eae41b836bae	1333http://www.lasvegashotels.com/	2015-03-20	ql20150318	2			0	http://www.lasvegashotels.com/	Attractions	n1333	1333	http://www.lasvegashotels.com/attractions/
samanthashook	300	300	e8c28d1f157b98d6ed83cad2ee728450	1335http://www.lasvegashotels.com/	2015-03-20	ql20150318	3	Topic too specific		2	http://www.lasvegashotels.com/	Shows	n1335	1335	http://www.lasvegashotels.com/attractions/shows.htm
samanthashook	300	300	ff0a0e4327e7fa5dd9a68747091277f5	1339http://www.lasvegashotels.com/	2015-03-20	ql20150318	3	Topic too specific		6	http://www.lasvegashotels.com/	Monte Carlo	n1339	1339	http://www.lasvegashotels.com/monte-carlo-las-vegas.htm
samanthashook	320	320	2eb2992aec9ec69173cfef9b9935e9d5	1193http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			4	http://www.horoscopodiario.com.br/	Sagitario	n1193	1193	http://horoscopodiario.com.br/sagitario.htm
samanthashook	320	320	40285e2c630cd140184fac57a39bf209	1194http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			5	http://www.horoscopodiario.com.br/	Virgem	n1194	1194	http://horoscopodiario.com.br/virgem.htm
samanthashook	320	320	61de81a3af64db7387d3a2718e5a74d4	1198http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			9	http://www.horoscopodiario.com.br/	Semanal Touro	n1198	1198	http://www.horoscopodiario.com.br/semanal-touro.htm
samanthashook	320	320	701c64cdf1ce1a119cf948a0fbf0b5fc	1199http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			10	http://www.horoscopodiario.com.br/	Signos Ciumentos	n1199	1199	http://www.horoscopodiario.com.br/signos-ciumentos.htm
samanthashook	320	320	73e2dcb58c55ba91c6b8f340c1c4dd7a	1190http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			1	http://www.horoscopodiario.com.br/	Escorpiao	n1190	1190	http://horoscopodiario.com.br/escorpiao.htm
samanthashook	320	320	805bebdabdb771f65be6675da0efd6a1	1200http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			11	http://www.horoscopodiario.com.br/	Signos Que Combinam	n1200	1200	http://www.horoscopodiario.com.br/signos-que-combinam.htm
samanthashook	320	320	848d4164b695e76968d7d9bdf56fbc6f	1191http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			2	http://www.horoscopodiario.com.br/	Leao	n1191	1191	http://horoscopodiario.com.br/leao.htm
samanthashook	320	320	950d4697c625dccac8fdf615fda0822c	1189http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			0	http://www.horoscopodiario.com.br/	Aries	n1189	1189	http://horoscopodiario.com.br/aries.htm
samanthashook	320	320	b951266dd6283801d5c0118259e05b59	1196http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			7	http://www.horoscopodiario.com.br/	Escorpiao	n1196	1196	http://www.horoscopodiario.com.br/escorpiao.htm
samanthashook	320	320	c7e0b98550048a708eab517174678c26	1197http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			8	http://www.horoscopodiario.com.br/	Leao	n1197	1197	http://www.horoscopodiario.com.br/leao.htm
samanthashook	320	320	f01c701a3004aebf058f7a103361b279	1192http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			3	http://www.horoscopodiario.com.br/	Peixes	n1192	1192	http://horoscopodiario.com.br/peixes.htm
samanthashook	320	320	fd36a56072eb028cb321d4547f31518f	1195http://www.horoscopodiario.com.br/	2015-03-20	ql20150318	5			6	http://www.horoscopodiario.com.br/	Aries	n1195	1195	http://www.horoscopodiario.com.br/aries.htm
ronaldb	2	2	14229576617ec6d0493455769a7c193e	1084http://www.fedex.com/	2015-03-20	ql20150318	3	Other	homepage	6	http://www.fedex.com/	United States	n1084	1084	http://www.fedex.com/us/
ronaldb	2	2	27aec84240d0166f7b46e5c8c6f393c4	1083http://www.fedex.com/	2015-03-20	ql20150318	1			5	http://www.fedex.com/	Track	n1083	1083	http://fedex.com/us/track
ronaldb	2	2	410709c8c801a1b7213355b61da0a70c	1081http://www.fedex.com/	2015-03-20	ql20150318	1			3	http://www.fedex.com/	Learn More View Shipping ..	n1081	1081	http://fedex.com/us/ship
ronaldb	2	2	8f8846539ab5c9cb2a9824599f9a221a	1080http://www.fedex.com/	2015-03-20	ql20150318	1			2	http://www.fedex.com/	Customer Support	n1080	1080	http://fedex.com/us/customersupport
ronaldb	2	2	c96c31c28fbf3d29493b7ed98406782f	1079http://www.fedex.com/	2015-03-20	ql20150318	1			1	http://www.fedex.com/	Find A Location	n1079	1079	http://fedex.com/locate/index.html?cc=us#start
ronaldb	2	2	ca5140b8dbcaea743c6e9b53256cd66f	1078http://www.fedex.com/	2015-03-20	ql20150318	2			0	http://www.fedex.com/	Careers	n1078	1078	http://careers.van.fedex.com/
ronaldb	2	2	d8beaadbe500073cb2169a1c121cf360	1082http://www.fedex.com/	2015-03-20	ql20150318	1			4	http://www.fedex.com/	Learn More View Shipping ...	n1082	1082	http://fedex.com/us/ship
ronaldb	9	9	1dd9a239018a53a07929382d40d18212	719http://vk.com/	2015-03-24	ql20150318	4	Other	Redundant with seed URL	0	http://vk.com/	The Mobile Version Of The ..	n719	719	http://vk.com
ronaldb	9	9	51851cd0a6be8d4e4ba8029285c918d3	721http://vk.com/	2015-03-24	ql20150318	1			2	http://vk.com/	Communities	n721	721	http://vk.com/communities
ronaldb	9	9	976be3c2d008d1379e887c94489f7455	720http://vk.com/	2015-03-24	ql20150318	4	Other	Redundant with seed URL	1	http://vk.com/	The Mobile Version Of The ...	n720	720	http://vk.com
ronaldb	9	9	b5899688810c3c1abc0f30c415cf8eb1	726http://vk.com/	2015-03-24	ql20150318	2			7	http://vk.com/	You Are Using An Outdated ..	n726	726	http://vk.com/search
ronaldb	9	9	bcc40e3e7745c4459e657b7801734260	723http://vk.com/	2015-03-24	ql20150318	1			4	http://vk.com/	Log In	n723	723	http://vk.com/login.php
ronaldb	9	9	cc5356bcbcd440873946f271d6c0bf13	722http://vk.com/	2015-03-24	ql20150318	2			3	http://vk.com/	Join	n722	722	http://vk.com/join?act=school
ronaldb	9	9	cd682c91d350d4a0be578b02befce2bc	725http://vk.com/	2015-03-24	ql20150318	2			6	http://vk.com/	Search	n725	725	http://vk.com/search
ronaldb	9	9	e861068a248a2493370eac1b839e3e07	724http://vk.com/	2015-03-24	ql20150318	1			5	http://vk.com/	People	n724	724	http://vk.com/people
ronaldb	14	14	1a30704217a19a418dc35d62aaac5f11	879http://www.apetube.com/	2015-03-20	ql20150318	3	Topic too specific		3	http://www.apetube.com/	Popular	n879	879	http://www.apetube.com/Mom-porn/5645-1/page0/
ronaldb	14	14	26d06ad5f9cf4a9261cbf6f981703cb4	877http://www.apetube.com/	2015-03-20	ql20150318	2			1	http://www.apetube.com/	Popular Movies	n877	877	http://apetube.com/search
ronaldb	14	14	5fb9b40eef60e01c296756e02af2f574	882http://www.apetube.com/	2015-03-20	ql20150318	4	Topic too specific		6	http://www.apetube.com/	Katrina-kaif	n882	882	http://www.apetube.com/search/Katrina-Kaif/
ronaldb	14	14	8cfcd78422bf8c86babe39bcce5ed2ee	878http://www.apetube.com/	2015-03-20	ql20150318	3	Topic too specific		2	http://www.apetube.com/	Malaysian, Malay, ...	n878	878	http://www.apetube.com/Malaysian-porn/23398-1/page0/
ronaldb	14	14	b257381b00408e4a669ec3cd00a1030f	883http://www.apetube.com/	2015-03-20	ql20150318	3	Topic too specific		7	http://www.apetube.com/	Mompov	n883	883	http://www.apetube.com/search/Mompov/
ronaldb	14	14	d0a42a716b97888b5b5a8ee0910ed4c1	876http://www.apetube.com/	2015-03-20	ql20150318	4	404		0	http://www.apetube.com/	New Movies	n876	876	http://apetube.com/newest/page
ronaldb	14	14	d4ec992360d20cc6416d096a8b470c8a	880http://www.apetube.com/	2015-03-20	ql20150318	3	Topic too specific		4	http://www.apetube.com/	Parody	n880	880	http://www.apetube.com/Parody-porn/13884-1/page0/
ronaldb	14	14	d74ff172dfd366ea472abdeb9d80f833	881http://www.apetube.com/	2015-03-20	ql20150318	4	Topic too specific		5	http://www.apetube.com/	Pinay	n881	881	http://www.apetube.com/Pinay-porn/23293-1/page0/
ronaldb	16	16	178eabcca67688284e64e7abc899a23b	1264http://www.isu.edu/	2015-03-23	ql20150318	3	Topic too specific		3	http://www.isu.edu/	Google Apps	n1264	1264	http://google.isu.edu/
ronaldb	16	16	2bf15fd4bd90209ed42ae557eba6f4cc	1266http://www.isu.edu/	2015-03-23	ql20150318	2			5	http://www.isu.edu/	Human Resources	n1266	1266	http://www.isu.edu/humanr/
ronaldb	16	16	3bf63000df9c41d61c3a62c4df6989e0	1265http://www.isu.edu/	2015-03-23	ql20150318	2			4	http://www.isu.edu/	IT Service Desk	n1265	1265	http://help.isu.edu/
ronaldb	16	16	4a2346a19ef52358818529c29100ae72	1261http://www.isu.edu/	2015-03-23	ql20150318	1			0	http://www.isu.edu/	Bengalweb	n1261	1261	http://bengalweb.isu.edu/cp/home/displaylogin
ronaldb	16	16	6203ccd29703feb1a75ab0717db77f2e	1263http://www.isu.edu/	2015-03-23	ql20150318	3	Topic too specific		2	http://www.isu.edu/	Introduction To ...	n1263	1263	http://geology.isu.edu/geostac/Field_Exercise/topomaps/
ronaldb	16	16	697754ba5c1b13102c12c0dbf5fa3bbb	1262http://www.isu.edu/	2015-03-23	ql20150318	2			1	http://www.isu.edu/	Welcome	n1262	1262	http://cetrain.isu.edu/
ronaldb	16	16	c89c6ee9b80ee92eecc368fcadb2cb90	1267http://www.isu.edu/	2015-03-23	ql20150318	1			6	http://www.isu.edu/	Library	n1267	1267	http://www.isu.edu/library/
ronaldb	19	19	11b515f2733e79b31c0ea090045d2e9e	752http://www.3wire.com/	2015-03-24	ql20150318	1			2	http://www.3wire.com/	Advanced Search	n752	752	https://www.3wire.com/webstore/Parts/3WPartSearch.aspx
ronaldb	19	19	1f518c47dea6ef29bb9710fb35719fc1	756http://www.3wire.com/	2015-03-24	ql20150318	4	Low quality		6	http://www.3wire.com/	Net	n756	756	https://www.3wire.com/webstore/manufacturers/pricelists/True%20Mfg%201-2010.xls
ronaldb	19	19	4b07802181b7b24f0a5c408df0a1a4d0	750http://www.3wire.com/	2015-03-24	ql20150318	2			0	http://www.3wire.com/	Featured Products	n750	750	http://www.3wire.com/IPC/webstore/entry/featuredproducts1.aspx
ronaldb	19	19	5c1ffb695268e2e403d4030b1b0e897f	755http://www.3wire.com/	2015-03-24	ql20150318	4	Low quality		5	http://www.3wire.com/	Excel	n755	755	https://www.3wire.com/webstore/manufacturers/pricelists/2014BeverageListPrice.xls
ronaldb	19	19	add98c7a018dcffc71c2273708136b46	753http://www.3wire.com/	2015-03-24	ql20150318	3	Topic too specific		3	http://www.3wire.com/	Log In	n753	753	https://www.3wire.com/webstore/Parts/3WPartSearchResults.aspx?mfrcode=SHARP+MICRO
ronaldb	19	19	afc2b3cf33ad330b1ca0f9c7b1b6e54e	751http://www.3wire.com/	2015-03-24	ql20150318	1			1	http://www.3wire.com/	Emweb	n751	751	http://www.3wire.com/webstore/emweb/index.html
ronaldb	19	19	e44b9c6e28608ac1005c7f93acad1a68	754http://www.3wire.com/	2015-03-24	ql20150318	3	Topic too specific		4	http://www.3wire.com/	Log In	n754	754	https://www.3wire.com/webstore/Parts/3WPartSearchResults.aspx?mfrcode=WOODSTONE
ronaldb	23	23	0e743ce4b7f5cce0ab4907ff5134a860	1174http://www.guitarworld.com/	2015-03-20	ql20150318	4	Topic too specific		1	http://www.guitarworld.com/	Chords: Silent Night	n1174	1174	http://www.guitarworld.com/chords-silent-night
ronaldb	23	23	19b0bbbb520122a5c8efb00891fecf9a	1175http://www.guitarworld.com/	2015-03-20	ql20150318	2			2	http://www.guitarworld.com/	Contest	n1175	1175	http://www.guitarworld.com/contests
ronaldb	23	23	1ae303c82c21c8ce6713797d17d80e3f	1177http://www.guitarworld.com/	2015-03-20	ql20150318	3	Topic too specific		4	http://www.guitarworld.com/	The Guitarist's Guide To ...	n1177	1177	http://www.guitarworld.com/guitarists-guide-playing-bass
ronaldb	23	23	54ddacf0eca9fed2bf7661f9ea9547a0	1173http://www.guitarworld.com/	2015-03-20	ql20150318	4	Topic too specific		0	http://www.guitarworld.com/	The 21 Best Kiss Songs	n1173	1173	http://www.guitarworld.com/21-best-kiss-songs
ronaldb	23	23	75e31b17b97c4fdc7ea32bedc33a8356	1179http://www.guitarworld.com/	2015-03-20	ql20150318	1			6	http://www.guitarworld.com/	News	n1179	1179	http://www.guitarworld.com/news
ronaldb	23	23	7786b07a10a71d4eef76116f8cd658f8	1178http://www.guitarworld.com/	2015-03-20	ql20150318	2			5	http://www.guitarworld.com/	Magazine	n1178	1178	http://www.guitarworld.com/magazine
ronaldb	23	23	7bdfe4245f298b500079becb1539f3f3	1176http://www.guitarworld.com/	2015-03-20	ql20150318	3	Topic too specific		3	http://www.guitarworld.com/	Amps	n1176	1176	http://www.guitarworld.com/gear/amps
ronaldb	23	23	82b797d44b8a1354a873de9a83d767f7	1180http://www.guitarworld.com/	2015-03-20	ql20150318	2			7	http://www.guitarworld.com/	Tabs	n1180	1180	http://www.guitarworld.com/tabs
ronaldb	27	27	2d6e5fafbbea55e123336bb7e2a8b6d9	851http://www.americasbest.com/	2015-03-24	ql20150318	2			4	http://www.americasbest.com/	Contact Lenses	n851	851	http://www.americasbest.com/shop/
ronaldb	27	27	5f847e9d910a12edc039bb1ce9488882	853http://www.americasbest.com/	2015-03-24	ql20150318	2			6	http://www.americasbest.com/	Contact Lenses	n853	853	https://www.americasbest.com/shop/
ronaldb	27	27	62386eeb80fef8aed7638052d3ef5cda	847http://www.americasbest.com/	2015-03-24	ql20150318	1			0	http://www.americasbest.com/	Eyeglasses	n847	847	http://americasbest.com/eyeglasses
ronaldb	27	27	779decc0f5eee7780152ed72fe918da8	848http://www.americasbest.com/	2015-03-24	ql20150318	1			1	http://www.americasbest.com/	Find A Store	n848	848	http://americasbest.com/find-a-store
ronaldb	27	27	93643e4699a6d56fca6a8c86150a1488	849http://www.americasbest.com/	2015-03-24	ql20150318	1			2	http://www.americasbest.com/	Eye Exam	n849	849	http://www.americasbest.com/eye-exams/
ronaldb	27	27	a6064205b330da005518e397f0d9806b	852http://www.americasbest.com/	2015-03-24	ql20150318	2			5	http://www.americasbest.com/	All Store Locations	n852	852	http://www.americasbest.com/store-list/
ronaldb	27	27	bbe0d07b0b8e3ff864853d48d03ff26a	850http://www.americasbest.com/	2015-03-24	ql20150318	1			3	http://www.americasbest.com/	FAQ	n850	850	http://www.americasbest.com/faq/
ronaldb	30	30	3c435fb9c7e7a19aa54e2b66edf17c37	844http://www.americaneagle.com/	2015-03-20	ql20150318	1			4	http://www.americaneagle.com/	Services	n844	844	http://www.americaneagle.com/services/
ronaldb	30	30	475428ad4fff40ee260b93373bb535a8	846http://www.americaneagle.com/	2015-03-20	ql20150318	4	404		6	http://www.americaneagle.com/	Usta 725	n846	846	https://usta725.americaneagle.com/
ronaldb	30	30	7629e24394b7a7f1525ee08c0438041b	840http://www.americaneagle.com/	2015-03-20	ql20150318	2			0	http://www.americaneagle.com/	Careers	n840	840	http://jobs.americaneagle.com/
ronaldb	30	30	7e969702d362f5ac6c798e66922eb094	841http://www.americaneagle.com/	2015-03-20	ql20150318	1			1	http://www.americaneagle.com/	Contact Us	n841	841	http://www.americaneagle.com/contact/
ronaldb	30	30	94cb4691080e814c92d5c9832d8d8520	843http://www.americaneagle.com/	2015-03-20	ql20150318	3	Topic too specific		3	http://www.americaneagle.com/	New York	n843	843	http://www.americaneagle.com/contact/newyork/
ronaldb	30	30	db7e8c0b1cd64acd7c0322cd6ef5b62e	842http://www.americaneagle.com/	2015-03-20	ql20150318	3	Topic too specific		2	http://www.americaneagle.com/	Los Angeles	n842	842	http://www.americaneagle.com/contact/losangeles/
ronaldb	30	30	e40157474347385446e45e7b1deb5070	845http://www.americaneagle.com/	2015-03-20	ql20150318	3	Topic too specific		5	http://www.americaneagle.com/	CORI/KIDSAFE FORM	n845	845	https://idevforms.americaneagle.com/youthsoccer/form657510374/secure_index.html
ronaldb	32	32	03a6239ee0587a7f39df379f72349b53	1016http://www.coolmath4kids.com/	2015-03-20	ql20150318	1			3	http://www.coolmath4kids.com/	Geometry / Art	n1016	1016	http://www.coolmath4kids.com/0-geometry-math-art.html
ronaldb	32	32	03f19e7ed287d79aaa7bf08ac4aa8fdb	1018http://www.coolmath4kids.com/	2015-03-20	ql20150318	3	Topic too specific		5	http://www.coolmath4kids.com/	Fraction Lessons	n1018	1018	http://www.coolmath4kids.com/fractions/index.html
ronaldb	32	32	0983549a1608393aaf3b5bc0cd611ae2	1015http://www.coolmath4kids.com/	2015-03-20	ql20150318	1			2	http://www.coolmath4kids.com/	Lessons And Games	n1015	1015	http://www.coolmath4kids.com/0-arithmetic-help-lessons-practice.html
ronaldb	32	32	240f143c33c9ec6f52922eca5c05b70f	1019http://www.coolmath4kids.com/	2015-03-20	ql20150318	4	404		6	http://www.coolmath4kids.com/	Math Puzzles	n1019	1019	http://www.coolmath4kids.com/math_puzzles/
ronaldb	32	32	75c2cf0a333b4194d7e9fbb7e4e467e9	1013http://www.coolmath4kids.com/	2015-03-20	ql20150318	2			0	http://www.coolmath4kids.com/	Cool Math Games For ...	n1013	1013	http://coolmath4kids.com/0-cool-math-games.html
ronaldb	32	32	9573479b480f272f3043c1278c415e27	1017http://www.coolmath4kids.com/	2015-03-20	ql20150318	3	Topic too specific		4	http://www.coolmath4kids.com/	Flagillusion	n1017	1017	http://www.coolmath4kids.com/flagillusion.html
ronaldb	32	32	b9f3b59d5716f7309003f66b756a8f52	1014http://www.coolmath4kids.com/	2015-03-20	ql20150318	3	Topic too specific		1	http://www.coolmath4kids.com/	Other Fun	n1014	1014	http://coolmath4kids.com/0-other-fun-kids.html
ronaldb	34	34	528d00272a907090e51f2cf1161b0fff	268http://grannyhairy.net/	2015-03-23	ql20150318	3	Topic too specific		4	http://grannyhairy.net/	Moms And Young Guys	n268	268	http://www.grannyhairy.net/moms-and-young-guys.shtml
ronaldb	34	34	61da595c313a92116d1e2d908404bbb4	269http://grannyhairy.net/	2015-03-23	ql20150318	3	Topic too specific		5	http://grannyhairy.net/	Old Tarts	n269	269	http://www.grannyhairy.net/old-tarts.shtml
ronaldb	34	34	b0fd0e313e39009be053714a0f466740	270http://grannyhairy.net/	2015-03-23	ql20150318	3	Topic too specific		6	http://grannyhairy.net/	Oldandcrazy	n270	270	http://www.grannyhairy.net/oldandcrazy.shtml
ronaldb	34	34	b9100155880c6b1f6915de46e269eebc	267http://grannyhairy.net/	2015-03-23	ql20150318	3	Topic too specific		3	http://grannyhairy.net/	Lesbi Mature Orgies	n267	267	http://www.grannyhairy.net/lesbi-mature-orgies.shtml
ronaldb	34	34	ec61bce88fbecc25e02c0259c8632f19	265http://grannyhairy.net/	2015-03-23	ql20150318	3	Topic too specific		1	http://grannyhairy.net/	Cumming Matures	n265	265	http://www.grannyhairy.net/cumming-matures.shtml
ronaldb	34	34	eff1a5f89f690ffa2170daba494da4f1	264http://grannyhairy.net/	2015-03-23	ql20150318	2			0	http://grannyhairy.net/	Archive Page1	n264	264	http://www.grannyhairy.net/archive.php?p=1
ronaldb	34	34	fccd4dc298f5218f80c1cff2c2da9bbf	266http://grannyhairy.net/	2015-03-23	ql20150318	3	Topic too specific		2	http://grannyhairy.net/	Hot 60 Plus	n266	266	http://www.grannyhairy.net/hot-60-plus.shtml
ronaldb	38	38	1c00ea956c78eee64a931159eae5f103	2117http://www.y8.com/	2015-03-24	ql20150318	2			5	http://www.y8.com/	2 Players	n2117	2117	http://y8.com/tags/2_Players
ronaldb	38	38	5f75f75f334942dcc0833801a9c54e8c	2119http://www.y8.com/	2015-03-24	ql20150318	3	Topic too specific		7	http://www.y8.com/	Car Games	n2119	2119	http://y8.com/tags/Car
ronaldb	38	38	927550d10aa33e6a29f4a5dd9db9d6bf	2114http://www.y8.com/	2015-03-24	ql20150318	2			2	http://www.y8.com/	Angry Birds Game	n2114	2114	http://y8.com/games/angry_birds_rio
ronaldb	38	38	a886abc55395c59ad5574bd0633a3b13	2113http://www.y8.com/	2015-03-24	ql20150318	3	Topic too specific		1	http://www.y8.com/	Games	n2113	2113	http://y8.com/?page=2
ronaldb	38	38	b5381df8816c47fc50b24c6721174a9f	2115http://www.y8.com/	2015-03-24	ql20150318	3	Topic too specific		3	http://www.y8.com/	Snail Bob 2 Game	n2115	2115	http://y8.com/games/snail_bob_2
ronaldb	38	38	c122af239a242544f2808910fb86f09d	2118http://www.y8.com/	2015-03-24	ql20150318	3	Topic too specific		6	http://www.y8.com/	Car	n2118	2118	http://y8.com/tags/Car
ronaldb	38	38	d4227d18b6144f166f2e2bca7740d123	2112http://www.y8.com/	2015-03-24	ql20150318	1			0	http://www.y8.com/	Newest Games	n2112	2112	http://www.y8.com/new/games
ronaldb	38	38	f62c24c0650d5d6c785df46c3d9a1933	2116http://www.y8.com/	2015-03-24	ql20150318	2			4	http://www.y8.com/	1 Player	n2116	2116	http://y8.com/tags/1_Player
ronaldb	39	39	087c1d53f1833b50457900c776fc6959	675http://tubevector.com/	2015-03-23	ql20150318	3	Low quality	broken link (redirects)	1	http://tubevector.com/	Lesbian	n675	675	http://www.tubevector.com/popular/151/lesbian/1.html
ronaldb	39	39	1bb9fa85986357eaf5f508dbead54847	679http://tubevector.com/	2015-03-23	ql20150318	3	Topic too specific,Low quality	broken link (redirects)	5	http://tubevector.com/	Spanking	n679	679	http://www.tubevector.com/popular/687/spanking/1.html
ronaldb	39	39	2a21a748095213a522fddbc1f0566358	678http://tubevector.com/	2015-03-23	ql20150318	3	Topic too specific,Low quality	broken link (redirects)	4	http://tubevector.com/	Teen (18-19) Anal	n678	678	http://www.tubevector.com/popular/305/teen-18-19-anal/1.html
ronaldb	39	39	500447f21f0b6f9252eb35e82f97147b	674http://tubevector.com/	2015-03-23	ql20150318	3	Topic too specific,Low quality	broken link (redirects)	0	http://tubevector.com/	Strapon	n674	674	http://www.tubevector.com/popular/137/strapon/1.html
ronaldb	39	39	65b96e31e0d8b42f192d6e45f2f6d1e3	680http://tubevector.com/	2015-03-23	ql20150318	3	Topic too specific,Low quality	broken link (redirects)	6	http://tubevector.com/	Popular	n680	680	http://www.tubevector.com/popular/83/teen-18-19/1.html
ronaldb	39	39	6bcdbd92118e37467f2ffd0029f0cfec	677http://tubevector.com/	2015-03-23	ql20150318	3	Topic too specific,Low quality	broken link (redirects)	3	http://tubevector.com/	Massage	n677	677	http://www.tubevector.com/popular/245/massage/1.html
ronaldb	39	39	c25aba3a0bed3bc0e09cbea94d56775d	676http://tubevector.com/	2015-03-23	ql20150318	3	Low quality	broken link (redirects)	2	http://tubevector.com/	Beach	n676	676	http://www.tubevector.com/popular/179/beach/1.html
ronaldb	45	45	1ded2312628c6d5971ffeace788c23ca	925http://www.bobseger.com/	2015-03-24	ql20150318	2			4	http://www.bobseger.com/	Greatest Hits	n925	925	http://www.bobseger.com/music/greatest-hits/
ronaldb	45	45	42d44e6c4203ddf6c83965f839bfa109	927http://www.bobseger.com/	2015-03-24	ql20150318	3	Time-sensitive		6	http://www.bobseger.com/	Tour	n927	927	http://www.bobseger.com/tour/
ronaldb	45	45	61002ba3bf1565eda3861db72140e2e6	924http://www.bobseger.com/	2015-03-24	ql20150318	3	Topic too specific		3	http://www.bobseger.com/	Bullet Club Presales	n924	924	http://bulletclub.bobseger.com/home
ronaldb	45	45	6cf758d36cca64df9ab39904ac9f1be8	922http://www.bobseger.com/	2015-03-24	ql20150318	1			1	http://www.bobseger.com/	Music	n922	922	http://bobseger.com/music
ronaldb	45	45	701663d0336cafce79f53599d3f47318	923http://www.bobseger.com/	2015-03-24	ql20150318	2			2	http://www.bobseger.com/	Bullet Club	n923	923	http://bulletclub.bobseger.com/
ronaldb	45	45	ae224d55f1c4c4197185afe41a412e44	926http://www.bobseger.com/	2015-03-24	ql20150318	1			5	http://www.bobseger.com/	News	n926	926	http://www.bobseger.com/news/
ronaldb	45	45	dedf5b9a05d383816604ece64fe6c046	928http://www.bobseger.com/	2015-03-24	ql20150318	3	Low quality		7	http://www.bobseger.com/	News	n928	928	https://www.bobseger.com/news/
ronaldb	45	45	e83ce5a64df80ff80698c7ee72c28ff5	921http://www.bobseger.com/	2015-03-24	ql20150318	1			0	http://www.bobseger.com/	Band	n921	921	http://bobseger.com/band/bob-seger
ronaldb	51	51	15640439bfed233ea4b16c06363f91f3	1142http://www.gasmonkeygarage.com/	2015-03-24	ql20150318	3	Low quality		0	http://www.gasmonkeygarage.com/	Merch	n1142	1142	http://gasmonkeygarage.com/tag/merch
