a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.linkquality	a.linklowquality	a.commentsnotes	a.titlequality	a.titlelowquality	a.rank	m._domain_url	m._sourcexml	m._ql_title	m._unkvalue	m._control	m._ql_url
ronaldb	278	278	93116e0616f8052797c6c5f747eb7073	1429http://www.perfectgirls.net/	2015-04-13	qlv416working	5		Broken Link	5		11	http://www.perfectgirls.net/	v4.16.singlelayer.newf.newgbdt.xml	18 Year Old	3	1429	http://perfectgirls.net/search/18%20Year%20Old
ronaldb	278	278	b01aaa93b2579710944290c659b8852c	1419http://www.perfectgirls.net/	2015-04-13	qlv416working	2			1		1	http://www.perfectgirls.net/	bing-ql.ysec01.ans.xml	All Time	4	1419	http://www.perfectgirls.net/top/all/
ronaldb	278	278	c2c6548b659ef8d6144aad83f9af5d67	1426http://www.perfectgirls.net/	2015-04-13	qlv416working	3	Topic too specific		1		8	http://www.perfectgirls.net/	v4.16.singlelayer.newf.newgbdt.xml	Asian, Oriental	4	1426	http://perfectgirls.net/category/7/Asian__Oriental/1
ronaldb	278	278	f203524a596107fd874e6997d335d4b9	1424http://www.perfectgirls.net/	2015-04-13	qlv416working	1			1		6	http://www.perfectgirls.net/	v4.16.singlelayer.newf.newgbdt.xml	Last 3 Days	2	1424	http://perfectgirls.net/top/3days
ronaldb	327	327	1b369f65078f694f4d8baadc49cde64c	2708http://www.brobible.com/	2015-04-08	qlv416working	2			2		6	http://www.brobible.com/	v4.16.singlelayer.newf.newgbdt.xml	College	5	2708	http://www.brobible.com/college/
ronaldb	327	327	4c9408f33cb8ad325f5f9e3ab9ef4a6b	2706http://www.brobible.com/	2015-04-08	qlv416working	3	Topic too specific		2		4	http://www.brobible.com/	bing-ql.ysec01.ans.xml	Kate Upton	5	2706	http://www.brobible.com/tag/kate-upton/
ronaldb	327	327	4cf0291f25691352f7612c5cc00d4d5b	2710http://www.brobible.com/	2015-04-08	qlv416working	4	Topic too specific		2		8	http://www.brobible.com/	v4.16.singlelayer.newf.newgbdt.xml	49 Ers Bathroom Fight ...	6	2710	http://www.brobible.com/sports/article/49ers-bathroom-fight-video/
ronaldb	327	327	554d78bebaca2b37a94223ed9e80c13f	2709http://www.brobible.com/	2015-04-08	qlv416working	1			2		7	http://www.brobible.com/	v4.16.singlelayer.newf.newgbdt.xml	Sports	2	2709	http://www.brobible.com/sports/
ronaldb	327	327	68c9af374e120f8f2a41e8a16c0ccde8	2702http://www.brobible.com/	2015-04-08	qlv416working	2			2		0	http://www.brobible.com/	bing-ql.ysec01.ans.xml	Football	3	2702	http://www.brobible.com/tag/football/
ronaldb	327	327	781886d67d6bbf406887e79ee72af96a	2712http://www.brobible.com/	2015-04-08	qlv416working	5		Broken Link	5		10	http://www.brobible.com/	v4.16.singlelayer.newf.newgbdt.xml	Story Photo	1	2712	http:/robible.com/Story/23639
ronaldb	327	327	84ba63e29fbc5b12a13b9c04e83040e3	2711http://www.brobible.com/	2015-04-08	qlv416working	1			2		9	http://www.brobible.com/	v4.16.singlelayer.newf.newgbdt.xml	Entertainment	3	2711	http://www.brobible.com/entertainment/
ronaldb	327	327	91f2e131319eabba2369290ba141267c	2704http://www.brobible.com/	2015-04-08	qlv416working	2			2		2	http://www.brobible.com/	bing-ql.ysec01.ans.xml	College	4	2704	http://www.brobible.com/college/
ronaldb	327	327	930e76b43c22168926f30673f7d60c2d	2703http://www.brobible.com/	2015-04-08	qlv416working	4	404		4	Irrelevant	1	http://www.brobible.com/	bing-ql.ysec01.ans.xml	Very NSFW	1	2703	http://www.brobible.com/Story/23639
ronaldb	327	327	c5b864e1366a5283c6f00305f2deda6d	2705http://www.brobible.com/	2015-04-08	qlv416working	1			2		3	http://www.brobible.com/	bing-ql.ysec01.ans.xml	Sports	6	2705	http://www.brobible.com/sports/
ronaldb	327	327	d5eac8a44fd0c3c9c253616c5472e3ea	2707http://www.brobible.com/	2015-04-08	qlv416working	3	Topic too specific		2		5	http://www.brobible.com/	bing-ql.ysec01.ans.xml	Hook Up Heroes	2	2707	http://www.brobible.com/tag/hook-up-heroes/
ronaldb	327	327	daa3617a8f747a838a02ca5a6f5511a6	2713http://www.brobible.com/	2015-04-08	qlv416working	2			2		11	http://www.brobible.com/	v4.16.singlelayer.newf.newgbdt.xml	Life	4	2713	http://www.brobible.com/life/
raija	13	13	03ec670052d9b52441dd0c63e0cec67e	2122http://redmccombs.com/	2015-04-14	qlv416working	1		Title incomplete: &quot;Car Specials - San Antonio&quot;.	3	Other	1	http://redmccombs.com/	bing-ql.ysec01.ans.xml	Specials	5	2122	http://redmccombs.com/Specials.aspx
raija	13	13	08022e57ea08b3dd9b645ba7cf70ec73	2125http://redmccombs.com/	2015-04-14	qlv416working	1		Title incomplete: &quot;Used Cars - San Antonio&quot;. Duplicate with #11.	3	Other	4	http://redmccombs.com/	bing-ql.ysec01.ans.xml	Used Car	1	2125	http://redmccombs.com/San-Antonio/For-Sale/Used/
raija	13	13	27b9fc03ada165c1f06ae966c9463491	2123http://redmccombs.com/	2015-04-14	qlv416working	1		Title incomplete: &quot;Service Departments&quot;.	3	Other	2	http://redmccombs.com/	bing-ql.ysec01.ans.xml	Service	4	2123	http://redmccombs.com/Service.aspx
raija	13	13	2f8517dd2d5809e2bae51f6a39200cb5	2128http://redmccombs.com/	2015-04-14	qlv416working	4	Other	Correct Title: &quot; Red McCombs Automotive Family&quot;. Home Page. Duplicate with #4,9,10.	4	Irrelevant	7	http://redmccombs.com/	v4.16.singlelayer.newf.newgbdt.xml	Toyota	3	2128	http://redmccombs.com/DealerProfile.aspx?DealerId=6503
raija	13	13	3e575b7daf740f293b85ae6f1b9e0cd2	2131http://redmccombs.com/	2015-04-14	qlv416working	1		Title incomplete: &quot;Used Cars - San Antonio&quot;. Duplicate with #5.	3	Other	10	http://redmccombs.com/	v4.16.singlelayer.newf.newgbdt.xml	Used Cars	1	2131	http://redmccombs.com/San-Antonio/For-Sale/Used/
raija	13	13	7ee9a44bd97b0d9cdb3b744c8ecb7560	2129http://redmccombs.com/	2015-04-14	qlv416working	4	Other	Correct Title: &quot; Red McCombs Automotive Family&quot;. Home Page. Duplicate with #4,8,10.	4	Irrelevant	8	http://redmccombs.com/	v4.16.singlelayer.newf.newgbdt.xml	Ford West	4	2129	http://redmccombs.com/DealerProfile.aspx?DealerId=6500
raija	13	13	8d005633616d0b02a5669dcbd6053de9	2127http://redmccombs.com/	2015-04-14	qlv416working	1		Title incomplete: &quot;About Us&quot;.	3	Other	6	http://redmccombs.com/	v4.16.singlelayer.newf.newgbdt.xml	Information	6	2127	http://redmccombs.com/About-Us/
raija	13	13	9067ff049f9acaf2a5681eca93ad8e14	2124http://redmccombs.com/	2015-04-14	qlv416working	4	Other	Title incomplete: &quot; Red McCombs Automotive Family&quot;. Home Page. Duplicate with #8,9,10	3	Other	3	http://redmccombs.com/	bing-ql.ysec01.ans.xml	Red McCombs Ford	2	2124	http://redmccombs.com/DealerProfile.aspx?DealerId=6497
raija	13	13	a6970c991e5971944a0913e2a254a64f	2121http://redmccombs.com/	2015-04-14	qlv416working	1		Title incomplete: &quot;Pre-Owned Certified Cars- San Antonio&quot;.	3	Other	0	http://redmccombs.com/	bing-ql.ysec01.ans.xml	Certified Inventory	3	2121	http://redmccombs.com/San-Antonio/For-Sale/Used-Certified/
raija	13	13	dcde2ef9792df4b1067bb41501984197	2126http://redmccombs.com/	2015-04-14	qlv416working	1		Title incomplete: &quot;New Cars - San Antonio&quot;. Duplicate with #12.	3	Other	5	http://redmccombs.com/	bing-ql.ysec01.ans.xml	New New Vehicle For Sale	6	2126	http://redmccombs.com/San-Antonio/For-Sale/New/
raija	13	13	f3af80f327f0621f3f136fae5bfecec6	2130http://redmccombs.com/	2015-04-14	qlv416working	4	Other	Correct Title: &quot; Red McCombs Automotive Family&quot;. Home Page. Duplicate with #4,8,9.	4	Irrelevant	9	http://redmccombs.com/	v4.16.singlelayer.newf.newgbdt.xml	Ford	2	2130	http://redmccombs.com/DealerProfile.aspx?DealerId=6497
raija	13	13	f43c89c82d6dce5620caee0b19288142	2132http://redmccombs.com/	2015-04-14	qlv416working	1		Title incomplete: &quot;New Cars - San Antonio&quot;. Duplicate with #6.	3	Other	11	http://redmccombs.com/	v4.16.singlelayer.newf.newgbdt.xml	Inventory	5	2132	http://redmccombs.com/San-Antonio/For-Sale/New/
raija	26	26	030fadbf1be95abd2b6eccb6cf887f01	3197http://www.americasbest.com/	2015-04-09	qlv416working	1		Duplicate with #3.	1		11	http://www.americasbest.com/	v4.16.singlelayer.newf.newgbdt.xml	Eyeglasses	2	3197	http://americasbest.com/eyeglasses
raija	26	26	253df6c006ddf3131657c0d9c8782aea	3187http://www.americasbest.com/	2015-04-09	qlv416working	1			1		1	http://www.americasbest.com/	bing-ql.ysec01.ans.xml	Schedule An Exam	3	3187	http://www.americasbest.com/Schedule-Eye-Exam
raija	26	26	34d25d451e35be122b8d05b9b7d928ad	3191http://www.americasbest.com/	2015-04-09	qlv416working	1		Duplicate with #8.	1		5	http://www.americasbest.com/	bing-ql.ysec01.ans.xml	Find a Store	1	3191	http://www.americasbest.com/find-a-store/
raija	26	26	3f198f61de34aec151308241e9092266	3190http://www.americasbest.com/	2015-04-09	qlv416working	1		Duplicate with #11.	1		4	http://www.americasbest.com/	bing-ql.ysec01.ans.xml	Eye Exam	5	3190	http://www.americasbest.com/eye-exams/
raija	26	26	74d898830e7dfd5f411a46cd225e6c4c	3196http://www.americasbest.com/	2015-04-09	qlv416working	1		Duplicate with #5.	1		10	http://www.americasbest.com/	v4.16.singlelayer.newf.newgbdt.xml	Eye Exam	3	3196	http://www.americasbest.com/eye-exams/
raija	26	26	7a9a7e06b7ea4583ec7a070e658c6fe9	3192http://www.americasbest.com/	2015-04-09	qlv416working	1		&quot;Store Locations&quot;. Duplicate with #4.	3	Too long	6	http://www.americasbest.com/	v4.16.singlelayer.newf.newgbdt.xml	All Store Locations	6	3192	http://www.americasbest.com/store-list/
raija	26	26	7f4e879c5c640f30c9434a268b4ec026	3186http://www.americasbest.com/	2015-04-09	qlv416working	1		Duplicate with #9.	1		0	http://www.americasbest.com/	bing-ql.ysec01.ans.xml	Contact Lenses	6	3186	http://www.americasbest.com/shop/
raija	26	26	93cfd9499e3973efb1e261e4710adccd	3188http://www.americasbest.com/	2015-04-09	qlv416working	1		Duplicate with #12.	1		2	http://www.americasbest.com/	bing-ql.ysec01.ans.xml	Eyeglasses	2	3188	http://www.americasbest.com/eyeglasses/
raija	26	26	b3a1e8b2acfa720eb401282471c770ab	3189http://www.americasbest.com/	2015-04-09	qlv416working	1		For title: &quot;Store Locations&quot;. Duplicate with #7.	3	Other	3	http://www.americasbest.com/	bing-ql.ysec01.ans.xml	Store List	4	3189	http://www.americasbest.com/store-list/
raija	26	26	b988a97ade0e4e626f7561b47a394a01	3194http://www.americasbest.com/	2015-04-09	qlv416working	1		Duplicate with #1.	1		8	http://www.americasbest.com/	v4.16.singlelayer.newf.newgbdt.xml	Contact Lenses	5	3194	https://www.americasbest.com/shop/
raija	26	26	c28cd87e838e5ce1716bcf7312c90952	3195http://www.americasbest.com/	2015-04-09	qlv416working	3	Topic too specific		1		9	http://www.americasbest.com/	v4.16.singlelayer.newf.newgbdt.xml	FAQ	4	3195	http://www.americasbest.com/faq/
raija	26	26	edf38c03dd1ad5cfc7affe3c02ddd181	3193http://www.americasbest.com/	2015-04-09	qlv416working	1		Duplicate with #6.	1		7	http://www.americasbest.com/	v4.16.singlelayer.newf.newgbdt.xml	Find A Store	1	3193	http://americasbest.com/find-a-store
raija	30	30	0168e996b92467757b8e353d980d19a2	2560http://oklahomacity.craigslist.org/	2015-04-09	qlv416working	1		For title: &quot;Cars&Trucks&quot;	3	Too long	4	http://oklahomacity.craigslist.org/	bing-ql.ysec01.ans.xml	Cars  Trucks Classifieds	4	2560	http://oklahomacity.craigslist.org/search/cta
raija	30	30	0426abfcd13381531fda8663010d720f	2562http://oklahomacity.craigslist.org/	2015-04-09	qlv416working	2		Missing character in title: &quot;Cars&Trucks&quot;. Duplicate with #1.	3	Other	6	http://oklahomacity.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Cars  Trucks	1	2562	http://oklahomacity.craigslist.org/i/autos
raija	30	30	1eaff5214fbb76faddfb11b1110cd0f6	2561http://oklahomacity.craigslist.org/	2015-04-09	qlv416working	2			1		5	http://oklahomacity.craigslist.org/	bing-ql.ysec01.ans.xml	Motorcycles	6	2561	http://oklahomacity.craigslist.org/i/motorcycles
raija	30	30	28037dd10f8c52d7b975171b465c3a53	2566http://oklahomacity.craigslist.org/	2015-04-09	qlv416working	3	Topic too specific	Incomplete, character missing in title: &quot;For Sale-Farm&Garden by owner&quot;	3	Too long,Other	10	http://oklahomacity.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Oklahoma City Farm  ..	3	2566	http://oklahomacity.craigslist.org/search/grd
raija	30	30	3ab2fa76c0be1c770a8426fd70163913	2558http://oklahomacity.craigslist.org/	2015-04-09	qlv416working	4	Other	Not Oklahoma City specific.	1		2	http://oklahomacity.craigslist.org/	bing-ql.ysec01.ans.xml	Tulsa	2	2558	http://tulsa.craigslist.org/
raija	30	30	431326c4fceba80474b777aa7cbe4f4b	2556http://oklahomacity.craigslist.org/	2015-04-09	qlv416working	1		For title: &quot;Cars&Trucks&quot;. Duplicate with #7.	4	Irrelevant	0	http://oklahomacity.craigslist.org/	bing-ql.ysec01.ans.xml	Craigslist Oklahoma City	1	2556	http://oklahomacity.craigslist.org/i/autos
raija	30	30	6081d0f95362c666548ff00900a4ac8b	2565http://oklahomacity.craigslist.org/	2015-04-09	qlv416working	3		Too broad.	2		9	http://oklahomacity.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Oklahoma	2	2565	http://geo.craigslist.org/iso/us/ok
raija	30	30	61b29d259f3d476082b7200697b76919	2559http://oklahomacity.craigslist.org/	2015-04-09	qlv416working	3	Topic too specific	Incomplete, character missing in title: &quot;For Sale-Farm&Garden by owner&quot;	3	Other	3	http://oklahomacity.craigslist.org/	bing-ql.ysec01.ans.xml	Farm  Garden Classifieds	3	2559	http://oklahomacity.craigslist.org/search/grd
raija	30	30	92533bf8a565b7655f551a3b6385e632	2564http://oklahomacity.craigslist.org/	2015-04-09	qlv416working	1		Title incomplete: &quot;For Sale&quot;.	3	Other	8	http://oklahomacity.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	All	4	2564	http://oklahomacity.craigslist.org/search/fua
raija	30	30	ae52792beb59ff922ead54754b533f7d	2557http://oklahomacity.craigslist.org/	2015-04-09	qlv416working	1			1		1	http://oklahomacity.craigslist.org/	bing-ql.ysec01.ans.xml	Furniture	5	2557	http://oklahomacity.craigslist.org/search/fua
raija	30	30	ddf65b2840fb3dcf47fbe3a71cae4a80	2563http://oklahomacity.craigslist.org/	2015-04-09	qlv416working	2			1		7	http://oklahomacity.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Pets	5	2563	http://oklahomacity.craigslist.org/pet
raija	36	36	018b9d14674074c8fac3ee5c87603791	3691http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	10	http://www.claro.com.pe/	v4.16.singlelayer.newf.newgbdt.xml	Peru	5	3691	http://www.claro.com.pe/portal/pe/
raija	36	36	064000af7e9ced4e69dab64861a27826	3690http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	9	http://www.claro.com.pe/	v4.16.singlelayer.newf.newgbdt.xml	Centros De Atencion	4	3690	http://claro.com.pe/wps/portal/pe/sc/personas/contactanos/centros-de-atencion
raija	36	36	0cad5c977d6f7a078624df0f415d8f1b	3687http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	6	http://www.claro.com.pe/	v4.16.singlelayer.newf.newgbdt.xml	TV	1	3687	http://www.claro.com.pe/wps/portal/pe/pc/hogar/claro-tv
raija	36	36	0ea2bdaf0297339fe41a7d833e7a1bc7	3682http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	1	http://www.claro.com.pe/	bing-ql.ysec01.ans.xml	Postpago	5	3682	http://www.claro.com.pe/wps/portal/pe/pc/hogar/movil/postpago
raija	36	36	15d333c6a80403531171aceb34edc369	3688http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	7	http://www.claro.com.pe/	v4.16.singlelayer.newf.newgbdt.xml	MSNGR	3	3688	http://messenger.claro.com.pe/html/front.action
raija	36	36	3b5a8285142ad2d6b6d570f6c115383b	3692http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	11	http://www.claro.com.pe/	v4.16.singlelayer.newf.newgbdt.xml	Personas	6	3692	http://www.claro.com.pe/portal/pe/sc/personas/
raija	36	36	47a46f9af97a327f3e9a43ab30870544	3686http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	5	http://www.claro.com.pe/	bing-ql.ysec01.ans.xml	Pcpe.Centro-Ayuda	3	3686	http://www.claro.com.pe/wps/portal/pe/sc/personas/centro-de-ayuda
raija	36	36	489538c38415573db8168ad118ca52b8	3685http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	4	http://www.claro.com.pe/	bing-ql.ysec01.ans.xml	Equipos	1	3685	http://www.claro.com.pe/wps/portal/pe/pc/hogar/movil/equiposv1
raija	36	36	7b893522be9bcd8c50a0681e99331ca9	3681http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	0	http://www.claro.com.pe/	bing-ql.ysec01.ans.xml	Internet	4	3681	http://www.claro.com.pe/wps/portal/pe/sc/personas/internet
raija	36	36	ad6e7a80c2c07818f06b3657b421c4d8	3683http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	2	http://www.claro.com.pe/	bing-ql.ysec01.ans.xml	Pcpe.Personas.Movil	6	3683	http://www.claro.com.pe/wps/portal/pe/sc/personas/movil
raija	36	36	b33d31deb4898218bd292c7becda5d40	3689http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	8	http://www.claro.com.pe/	v4.16.singlelayer.newf.newgbdt.xml	Hogar	2	3689	http://www.claro.com.pe/wps/portal/pe/pc/hogar
raija	36	36	fefd699400f4092bf803380b87a9db1c	3684http://www.claro.com.pe/	2015-04-13	qlv416working	5	Other	In Spanish.	5	Other	3	http://www.claro.com.pe/	bing-ql.ysec01.ans.xml	Prepago	2	3684	http://www.claro.com.pe/wps/portal/pe/pc/hogar/movil/prepago
raija	41	41	174fea47eab38fd897a707f88c00ced3	1722http://kpr.craigslist.org/	2015-04-09	qlv416working	1		Missing character in title: &quot;Cars&Trucks&quot;. Duplicate with #11.	3	Other	5	http://kpr.craigslist.org/	bing-ql.ysec01.ans.xml	Cars  Trucks	1	1722	http://kpr.craigslist.org/search/cta
raija	41	41	418a72ba491891d3817a846db0653932	1724http://kpr.craigslist.org/	2015-04-09	qlv416working	2		Missing character in title: &quot;Cars&Trucks&quot;. #6 a better QL.	3	Other	7	http://kpr.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Cars  Trucks	2	1724	http://kpr.craigslist.org/i/autos
raija	41	41	4ef64380c7313154e6a147d34c63f09d	1719http://kpr.craigslist.org/	2015-04-09	qlv416working	5	404		5		2	http://kpr.craigslist.org/	bing-ql.ysec01.ans.xml	Boats	4	1719	http://kpr.craigslist.org/searchoo
raija	41	41	57618a2296ca50154b60290b7c25cc30	1718http://kpr.craigslist.org/	2015-04-09	qlv416working	2			1		1	http://kpr.craigslist.org/	bing-ql.ysec01.ans.xml	Motorcycles	5	1718	http://kpr.craigslist.org/i/motorcycles
raija	41	41	593ea600c8c2e50d1ba51f1f6a228426	1717http://kpr.craigslist.org/	2015-04-09	qlv416working	1		Title incomplete:&quot;Apts/Housing For Rent&quot;. Duplicate with #7.	3	Other	0	http://kpr.craigslist.org/	bing-ql.ysec01.ans.xml	Apts / Housing	3	1717	http://kpr.craigslist.org/search/apa
raija	41	41	674da5042ce6d70b6d190b0e8fa45b9d	1721http://kpr.craigslist.org/	2015-04-09	qlv416working	1		duplicate with #10.	1		4	http://kpr.craigslist.org/	bing-ql.ysec01.ans.xml	Furniture	2	1721	http://kpr.craigslist.org/search/fua
raija	41	41	8324d80f80c49d6dc6f1922ca81d1e3e	1725http://kpr.craigslist.org/	2015-04-09	qlv416working	3	Topic too specific	Missing character in title: &quot;Cars&Trucks&quot;	3		8	http://kpr.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Cars  Trucks - By Owner	5	1725	http://kpr.en.craigslist.org/cto/
raija	41	41	859bcbd212da4cbfdecfa4d0c5d99e23	1726http://kpr.craigslist.org/	2015-04-09	qlv416working	1		duplicate with #5.	1		9	http://kpr.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Furniture	3	1726	http://kpr.craigslist.org/search/fua
raija	41	41	b6fdabc27d7c71796d7e79727763241f	1728http://kpr.craigslist.org/	2015-04-09	qlv416working	5	404		5		11	http://kpr.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Bicycles - By Owner	6	1728	http://kpr.craigslist.orgik/
raija	41	41	cb2a3834e5e66bf767ca8e71373970b2	1727http://kpr.craigslist.org/	2015-04-09	qlv416working	1		Missing character in title: &quot;Cars&Trucks&quot;. Duplicate with #6.	3	Too long,Other	10	http://kpr.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	WA Cars  Trucks	1	1727	http://kpr.craigslist.org/search/cta
raija	41	41	ef2ef994d7aadcd27fc6af7853a89186	1720http://kpr.craigslist.org/	2015-04-09	qlv416working	2			1		3	http://kpr.craigslist.org/	bing-ql.ysec01.ans.xml	Pets	6	1720	http://kpr.craigslist.org/search/pet
raija	41	41	f5fa4f1aee70512a1b663647adedd52d	1723http://kpr.craigslist.org/	2015-04-09	qlv416working	1		&quot;Apts/Housing For Rent&quot;. Duplicate with #1.	3	Bad capitalization	6	http://kpr.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	apts/housing For Rent	4	1723	http://kpr.craigslist.org/search/apa
raija	42	42	0dbfb0e25edb08af96ded2d72e8671f5	2516http://odessa.craigslist.org/	2015-04-09	qlv416working	3	Topic too specific	Title incomplete: &quot;For Sale-General&quot;.	3	Other	6	http://odessa.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	General	5	2516	http://odessa.craigslist.org/search/foa
raija	42	42	1e923a709cf6f3edc8f8909a4791454f	2511http://odessa.craigslist.org/	2015-04-09	qlv416working	1			1		1	http://odessa.craigslist.org/	bing-ql.ysec01.ans.xml	Real Estate for Sale	5	2511	http://odessa.craigslist.org/search/rea
raija	42	42	523bf5abaaa1ffe013dcd47b9d0ee6b6	2514http://odessa.craigslist.org/	2015-04-09	qlv416working	2		Missing characters in title: &quot;Farm&Garden&quot;.	3		4	http://odessa.craigslist.org/	bing-ql.ysec01.ans.xml	Farm Garden	4	2514	http://odessa.craigslist.org/search/gra
raija	42	42	5cb8d368e64100435e431f1c5bee53be	2520http://odessa.craigslist.org/	2015-04-09	qlv416working	1		Duplicate with #4.	1		10	http://odessa.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Furniture	3	2520	http://odessa.craigslist.org/search/fua
raija	42	42	837c98eb50d879f0465607f1c77211e9	2519http://odessa.craigslist.org/	2015-04-09	qlv416working	1		Missing characters in title: &quot;Cars&Trucks&quot;. There is a better QL for this site. Duplicate with #3.	3	Other	9	http://odessa.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Cars  Trucks	1	2519	http://odessa.craigslist.org/i/autos
raija	42	42	97331a512621a19a8c4caeb379e152a5	2512http://odessa.craigslist.org/	2015-04-09	qlv416working	2		Missing characters in title: &quot;Cars&Trucks&quot;. There is a better QL for this site. Duplicate with #10.	3	Other	2	http://odessa.craigslist.org/	bing-ql.ysec01.ans.xml	Cars Trucks	1	2512	http://odessa.craigslist.org/i/autos
raija	42	42	cbe69c81a545d8fb0fb6aef8c43094bd	2515http://odessa.craigslist.org/	2015-04-09	qlv416working	1		Title incomplete: &quot;Apts/Housing For Rent&quot;.	3	Other	5	http://odessa.craigslist.org/	bing-ql.ysec01.ans.xml	Apts / Housing	3	2515	http://odessa.craigslist.org/search/apa
raija	42	42	d0c11fb327b78f6da3c02ad64d6fa871	2517http://odessa.craigslist.org/	2015-04-09	qlv416working	4	Adult	Title incomplete: &quot;Personals-women seeking men&quot;. Duplicate with #1.	3	Other,Adult	7	http://odessa.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Personals	2	2517	http://odessa.craigslist.org/i/personals?category=w4m
raija	42	42	d64efff9946e208ae70722a7f0198234	2513http://odessa.craigslist.org/	2015-04-09	qlv416working	1		Duplicate with #11.	1		3	http://odessa.craigslist.org/	bing-ql.ysec01.ans.xml	Furniture	2	2513	http://odessa.craigslist.org/search/fua
raija	42	42	d93d4457b6d55d6eb928ff52eb1c9d40	2510http://odessa.craigslist.org/	2015-04-09	qlv416working	4	Adult	Title incomplete: &quot;Personals-women seeking men&quot;. Duplicate with #8.	3	Other,Adult	0	http://odessa.craigslist.org/	bing-ql.ysec01.ans.xml	Personals	6	2510	http://odessa.craigslist.org/i/personals?category=w4m
raija	42	42	dad7f61175b419f9aac1793213d6a24d	2518http://odessa.craigslist.org/	2015-04-09	qlv416working	1			1		8	http://odessa.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Jobs	6	2518	http://odessa.craigslist.org/jjj/
raija	42	42	edc195c4fbc76063d361bc42dc30bc3b	2521http://odessa.craigslist.org/	2015-04-09	qlv416working	2			1		11	http://odessa.craigslist.org/	v4.16.singlelayer.newf.newgbdt.xml	Pets	4	2521	http://odessa.craigslist.org/search/pet
raija	45	45	084343fd12427df88f837ccc92b76a83	2255http://www.bobseger.com/	2015-04-21	qlv416working	4	Topic too specific,Time-sensitive	Title incorrect: &quot;News 3.17.2013-Fargodome&quot;	3	Other	5	http://www.bobseger.com/	bing-ql.ysec01.ans.xml	Bob.Bob	6	2255	http://www.bobseger.com/detroit-music-icons-bob-seger-and-kid-rock-play-to-packed-fargodome/
raija	45	45	0d579d7fb38ad69620db9e144ea212f8	2254http://www.bobseger.com/	2015-04-21	qlv416working	1			1		4	http://www.bobseger.com/	bing-ql.ysec01.ans.xml	Tour	1	2254	http://www.bobseger.com/tour/
raija	45	45	29183261af2ca1cd24156b5c56a86a36	2251http://www.bobseger.com/	2015-04-21	qlv416working	1			1		1	http://www.bobseger.com/	bing-ql.ysec01.ans.xml	Music	2	2251	http://www.bobseger.com/music/
raija	45	45	37e4fdb07b6b0d4e64f453d316a8ca14	2252http://www.bobseger.com/	2015-04-21	qlv416working	1			1		2	http://www.bobseger.com/	bing-ql.ysec01.ans.xml	News	3	2252	http://www.bobseger.com/news/
raija	45	45	4c50b34ad8cb923bac65501e3608d041	2256http://www.bobseger.com/	2015-04-21	qlv416working	5	404	QL misspelled (http://bulletclub.bobseger.com/help). Redirected to the test site.	5	Other	6	http://www.bobseger.com/	v4.16.singlelayer.newf.newgbdt.xml	Help	6	2256	http:/ulletclub.bobseger.com/help
raija	45	45	5b79c7b36447ba24f54f6b267ceaa675	2250http://www.bobseger.com/	2015-04-21	qlv416working	5	Other	QL misspelled (http://bulletclub.bobseger.com). Redirected to the test site.	5	Other	0	http://www.bobseger.com/	bing-ql.ysec01.ans.xml	Bullet Club	5	2250	http:/ulletclub.bobseger.com/
