a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.titlequality	a.titlelowquality	a.linkquality	a.linklowquality	a.commentsnotes	a.rank	m._domain_url	m._ql_title	m._control	m._ql_url
gemas	203	203	b3e73c4c5ffe31b13839a1524085719c	148http://instagram.com/	2014-10-16	quicklinks009	4	Repetitive,Irrelevant	1		title doesn&#39;t match with landing page	9	http://instagram.com/	Instagram	148	https://instagram.com/accounts/login/
gemas	203	203	ba484fa85c77c797c82a460ea43cf4bc	140http://instagram.com/	2014-10-16	quicklinks009	3	Garbage characters	4	Topic too specific		1	http://instagram.com/	@KobeBryant	140	http://instagram.com/KobeBryant
gemas	203	203	fb29f997650ce419d9dbf066af10c6b5	147http://instagram.com/	2014-10-16	quicklinks009	1		4	Topic too specific		8	http://instagram.com/	Nick Young	147	http://instagram.com/swaggyp1/
gemas	204	204	3840da0b8f043b769fb4ac4658a4af9f	2187https://www.diamondresorts.com/	2014-10-17	quicklinks009	1		3	Topic too specific		7	https://www.diamondresorts.com/	Polo Towers Suites	2187	https://www.diamondresorts.com/Polo-Towers-Suites
gemas	204	204	6bcc65cebc118df49bb63370240f708e	2182https://www.diamondresorts.com/	2014-10-17	quicklinks009	1		4	Topic too specific	even more specific than #1 because it&#39;s in a foreign country	2	https://www.diamondresorts.com/	Broome Park Golf and Country Club	2182	https://www.diamondresorts.com/Broome-Park-Golf-and-Country-Club
gemas	204	204	6fcd857fb4a06c80cdeb5637f2e41295	2180https://www.diamondresorts.com/	2014-10-17	quicklinks009	4	Irrelevant	3	Topic too specific		0	https://www.diamondresorts.com/	Official Site	2180	http://www.diamondresorts.com/Polo-Towers-Suites
gemas	204	204	ad1cf57a6021af885ec2fc551122904a	2183https://www.diamondresorts.com/	2014-10-17	quicklinks009	1		4	Topic too specific	same as above	3	https://www.diamondresorts.com/	Flamingo Beach Resort	2183	https://www.diamondresorts.com/Flamingo-Beach-Resort
gemas	204	204	c544fee439fd74d9acea43710953f1a2	2184https://www.diamondresorts.com/	2014-10-17	quicklinks009	1		3	Topic too specific		4	https://www.diamondresorts.com/	Island Links Resort	2184	https://www.diamondresorts.com/Island-Links-Resort
gemas	204	204	dec12bae5dbde4eda40e2094c76005ae	2188https://www.diamondresorts.com/	2014-10-17	quicklinks009	1		3	Topic too specific		8	https://www.diamondresorts.com/	Lake Tahoe Vacation Resort	2188	https://www.diamondresorts.com/Rentals/Lake-Tahoe-Vacation-Resort
gemas	204	204	e243c75ab3f11fcfe9b52bd9e5815fd4	2186https://www.diamondresorts.com/	2014-10-17	quicklinks009	1		3	Topic too specific		6	https://www.diamondresorts.com/	PVC at The Roundhouse Resort	2186	https://www.diamondresorts.com/PVC-at-The-Roundhouse-Resort
gemas	204	204	fcc01ca3db66dfc2c42289abd006cdba	2181https://www.diamondresorts.com/	2014-10-17	quicklinks009	1		1			1	https://www.diamondresorts.com/	Resorts	2181	http://www.diamondresorts.com/Resorts
gemas	204	204	fd4789a9621ac33b03acaf1ee784b2e2	2185https://www.diamondresorts.com/	2014-10-17	quicklinks009	3	Repetitive	3	Topic too specific		5	https://www.diamondresorts.com/	Diamond Resorts International Ka'anapali Beach Club	2185	https://www.diamondresorts.com/Ka%27anapali-Beach-Club
gemas	206	206	18c39f8fa97ee74d4d6cbf627d73a119	849http://www.google.com/	2014-10-16	quicklinks009	1		4	Topic too specific		8	http://www.google.com/	Nexus 7	849	http://www.google.com/nexus/7/
gemas	206	206	199041f77c9a08345186581d31c19838	841http://www.google.com/	2014-10-16	quicklinks009	1		2			0	http://www.google.com/	Google en Espanol	841	http://google.com/intl/es/
gemas	206	206	208799ed08d449b7cd501aec95fc39a9	843http://www.google.com/	2014-10-16	quicklinks009	1		1			2	http://www.google.com/	Google Maps	843	http://maps.google.com/
gemas	206	206	44220fc19893f63448a00400f90d2c8b	845http://www.google.com/	2014-10-16	quicklinks009	1		1			4	http://www.google.com/	Google Translate	845	http://translate.google.com/
gemas	206	206	504482c4037ef6b60832e96d16de84de	848http://www.google.com/	2014-10-16	quicklinks009	1		4	Topic too specific		7	http://www.google.com/	Doodle 4 Google	848	http://www.google.com/doodle4google/
gemas	206	206	6fbed796d27a1c081e5a098aa0881d37	846http://www.google.com/	2014-10-16	quicklinks009	1		2			5	http://www.google.com/	Log in	846	http://www.google.com/accounts/
gemas	206	206	8d61671db8bceffee3e6ea6d847264ce	847http://www.google.com/	2014-10-16	quicklinks009	4	Repetitive,Other	2		a url doesn&#39;t look good for a title	6	http://www.google.com/	https://accounts.google.com/SignUp	847	http://www.google.com/accounts/ServiceLogin
gemas	206	206	9f0a0cc4ab6ba1a892c274141ac037c4	844http://www.google.com/	2014-10-16	quicklinks009	4	Irrelevant	3	Topic too specific	link takes to Chrome site	3	http://www.google.com/	Google Home	844	http://tools.google.com/
gemas	206	206	daaae6f2ec1a0e0a787759c29482f3f1	842http://www.google.com/	2014-10-16	quicklinks009	1		1			1	http://www.google.com/	Google	842	http://images.google.com/
gemas	206	206	eb606b2240c3e6f7abbc41769fe0f00a	850http://www.google.com/	2014-10-16	quicklinks009	4	Irrelevant	3	Topic too specific		9	http://www.google.com/	Google Logo	850	http://www.google.com/tv/
gemas	238	238	00e6157ab27bc4797e3e34177c7bbd69	1891http://www.walmart.com/	2014-10-16	quicklinks009	3	Repetitive,Too long	4	Topic too specific		6	http://www.walmart.com/	Playstation 4 Console (PS4)	1891	http://www.walmart.com/ip/Playstation-4-Console-PS4/28802344
gemas	238	238	1dd318770552314c1397690010f37b0c	1886http://www.walmart.com/	2014-10-16	quicklinks009	1		4	Topic too specific		1	http://www.walmart.com/	Mini Fridges	1886	http://www.walmart.com/c/kp/mini-fridge
gemas	238	238	63eeea1f1f770c0796730d2e70e518b5	1885http://www.walmart.com/	2014-10-16	quicklinks009	1		4	Topic too specific		0	http://www.walmart.com/	Careers	1885	http://careers.walmart.com/
gemas	238	238	850b94c45fbebeb78dc0b29c6713f516	1890http://www.walmart.com/	2014-10-16	quicklinks009	4	Irrelevant	4	Topic too specific,Low quality		5	http://www.walmart.com/	$4 prescriptions	1890	http://www.walmart.com/cp/Pharmacy-Services-Saving-Program/1088607
gemas	238	238	b08a6896761906300cd0f7f5748dc774	1887http://www.walmart.com/	2014-10-16	quicklinks009	2		4	404	error page, title match with landing page, no sense to have a ql	2	http://www.walmart.com/	invalid category id	1887	http://www.walmart.com/cp/
gemas	238	238	c9906187f08525f9c66ad49cd9c0ac6c	1888http://www.walmart.com/	2014-10-16	quicklinks009	4	Other	4	404	title seems it´s going to match with url but error page for landing page	3	http://www.walmart.com/	All Departments	1888	http://www.walmart.com/cp/All-Departments/
gemas	238	238	e4b567e462c9831e74faf1ea4c6e96ae	1889http://www.walmart.com/	2014-10-16	quicklinks009	1		1			4	http://www.walmart.com/	All Departments	1889	http://www.walmart.com/cp/All-Departments/121828
gemas	247	247	187ef9a714a735ec57089e0b0b02cb13	917http://www.homemoviestube.com/	2014-10-21	quicklinks009	1		1			0	http://www.homemoviestube.com/	Categories	917	http://www.homemoviestube.com/channels/
gemas	247	247	239539eb974ba97e9914646b761e5de6	925http://www.homemoviestube.com/	2014-10-21	quicklinks009	2		4	Topic too specific		8	http://www.homemoviestube.com/	Fuck my hot wife with your BBC	925	http://www.homemoviestube.com/videos/6634/fuck-my-hot-wife-with-your-bbc.html
gemas	247	247	33ef948f2c80e4b9b3d5266750ea7eb0	923http://www.homemoviestube.com/	2014-10-21	quicklinks009	3	Too long	4	Topic too specific		6	http://www.homemoviestube.com/	Secretely taping my wife with another girl	923	http://www.homemoviestube.com/videos/4437/secretely-taping-my-wife-with-another-girl.html
gemas	247	247	5b6fe489c6ce6d4d3371eb2d55743c4e	919http://www.homemoviestube.com/	2014-10-21	quicklinks009	2		2			2	http://www.homemoviestube.com/	Intense screaming orgasms compilation	919	http://www.homemoviestube.com/videos/17050/intense-screaming-orgasms-compilation.html
gemas	247	247	a8e44259887429fd07855f4823031c76	921http://www.homemoviestube.com/	2014-10-21	quicklinks009	2		3	Topic too specific		4	http://www.homemoviestube.com/	The best cum in mouth compilation	921	http://www.homemoviestube.com/videos/2269/the-best-cum-in-mouth-compilation.html
gemas	247	247	b4065acdf26594a6ba623c363a704049	918http://www.homemoviestube.com/	2014-10-21	quicklinks009	1		2			1	http://www.homemoviestube.com/	Wife	918	http://www.homemoviestube.com/channels/142/homemade-wife/page1.html
gemas	247	247	c2aa5bd46d13a0b943e0c78adbdf47f9	920http://www.homemoviestube.com/	2014-10-21	quicklinks009	3	Too long	4	Topic too specific		3	http://www.homemoviestube.com/	I love watching my wife take big black dick	920	http://www.homemoviestube.com/videos/180/i-love-watching-my-wife-take-big-black-dick.html
gemas	247	247	d2da68e12b26ac04733ecdd3e69c4ebb	924http://www.homemoviestube.com/	2014-10-21	quicklinks009	2		4	Topic too specific		7	http://www.homemoviestube.com/	My pussy cumming	924	http://www.homemoviestube.com/videos/5715/my-pussy-cumming.html
gemas	247	247	e0d681192f56fcda598fc9861f126582	922http://www.homemoviestube.com/	2014-10-21	quicklinks009	3	Too long	4	Topic too specific		5	http://www.homemoviestube.com/	Wife likes his big black cock a little too much	922	http://www.homemoviestube.com/videos/3918/wife-likes-his-big-black-cock-a-little-too-much.html
gemas	249	249	2e1c7453f964aca347537da65c9c7bd3	1996http://www.wnd.com/	2014-10-20	quicklinks009	1		4	Topic too specific		7	http://www.wnd.com/	'Knockout Game' perp shot, killed	1996	http://www.wnd.com/2013/02/knockout-game-perp-shot-killed/
gemas	249	249	2ebc959502c9b38d57022502b0910ad1	1990http://www.wnd.com/	2014-10-20	quicklinks009	1		4	Topic too specific		1	http://www.wnd.com/	Michael Savage	1990	http://www.michaelsavage.wnd.com/
gemas	249	249	370ce594f083627031e57163f9ea437a	1997http://www.wnd.com/	2014-10-20	quicklinks009	4	Irrelevant	4	Topic too specific		8	http://www.wnd.com/	A panel of top constitutional experts convened by WND	1997	http://www.wnd.com/2013/02/you-asked-for-it-obama-impeachment/
gemas	249	249	764f65c29421f38786cedcba28c33c7b	1998http://www.wnd.com/	2014-10-20	quicklinks009	1		4	Topic too specific		9	http://www.wnd.com/	Blood-moons fallout: NASA goes hiding	1998	http://www.wnd.com/2014/02/blood-moons-fallout-nasa-goes-hiding/
gemas	249	249	a2f1cc9cc0f47e1fc9c84eb1bd11c0f2	1989http://www.wnd.com/	2014-10-20	quicklinks009	1		2			0	http://www.wnd.com/	Mobile WND	1989	http://mobile.wnd.com/
gemas	249	249	a5ce7a39ba0a76b88b81b36e0a9d0aad	1995http://www.wnd.com/	2014-10-20	quicklinks009	1		4	Topic too specific		6	http://www.wnd.com/	Top 10 jobs that attract most psychopaths	1995	http://www.wnd.com/2013/01/top-10-jobs-that-attract-most-psychopaths/
gemas	249	249	cafb99cf75de64c725b6317c8cc75da6	1994http://www.wnd.com/	2014-10-20	quicklinks009	3	Bad capitalization	4	Topic too specific,Time-sensitive	stale article	5	http://www.wnd.com/	Blood moon eclipses: 2nd Coming in 2015?	1994	http://www.wnd.com/2008/04/63076/
gemas	249	249	d19314a24e967be7d5da97f403ee3eca	1993http://www.wnd.com/	2014-10-20	quicklinks009	1		4	Topic too specific,Time-sensitive	stale article	4	http://www.wnd.com/	Evangelist drowns trying to walk on water	1993	http://www.wnd.com/2006/08/37702/
gemas	249	249	e1d66cd9e1bdc26de87e6fb0a0eef424	1991http://www.wnd.com/	2014-10-20	quicklinks009	4	Irrelevant	4	Topic too specific,Time-sensitive	stale article	2	http://www.wnd.com/	canonical	1991	http://www.wnd.com/2002/04/13722/
gemas	249	249	f825ed3ebcd733db47eb513a7699da6a	1992http://www.wnd.com/	2014-10-20	quicklinks009	4	Garbage characters	4	Topic too specific,Time-sensitive	stale article	3	http://www.wnd.com/	â€œThe whole Terri Schiavo story.â€	1992	http://www.wnd.com/2005/03/29516/
gemas	272	272	1e7134c0ad8f47eb6126e85a1eebd74b	2049http://www.yelp.com/	2014-10-16	quicklinks009	4	Irrelevant	1			9	http://www.yelp.com/	alternate	2049	https://www.yelp.com/login
gemas	272	272	238c3ab1500d5ff4fc09e80649a3531b	2042http://www.yelp.com/	2014-10-16	quicklinks009	1		4	Topic too specific		2	http://www.yelp.com/	Willie Mae's Scotch House	2042	http://www.yelp.com/biz/willie-maes-scotch-house-new-orleans
gemas	272	272	3c63d390ecc3381ee82ff3c656c1fbe4	2046http://www.yelp.com/	2014-10-16	quicklinks009	1		4	Topic too specific		6	http://www.yelp.com/	Los Angeles	2046	http://www.yelp.com/la
gemas	272	272	6ca8f4e77f785095ce181951399b3bfc	2041http://www.yelp.com/	2014-10-16	quicklinks009	1		4	Topic too specific		1	http://www.yelp.com/	Jungle Jim's International Market	2041	http://www.yelp.com/biz/jungle-jims-international-market-cincinnati-2
gemas	272	272	7377748284835cd53bd29a48607858c0	2048http://www.yelp.com/	2014-10-16	quicklinks009	4	Irrelevant	4	Topic too specific		8	http://www.yelp.com/	alternate	2048	http://www.yelp.com/oc
gemas	272	272	875973b232ec587ffccf608c6e52418e	2043http://www.yelp.com/	2014-10-16	quicklinks009	4	Other	4	Topic too specific	missing important info in title	3	http://www.yelp.com/	Restaurants	2043	http://www.yelp.com/c/san-antonio-tx-us/restaurants
gemas	272	272	941a48dd404702a6cdd4b759d51f5bf1	2047http://www.yelp.com/	2014-10-16	quicklinks009	4	Irrelevant	1			7	http://www.yelp.com/	English (United States)	2047	http://www.yelp.com/login
gemas	272	272	a73a641ffb02ae364bbbb8252e18f12d	2045http://www.yelp.com/	2014-10-16	quicklinks009	1		1			5	http://www.yelp.com/	Events	2045	http://www.yelp.com/events
gemas	272	272	d6d7e39ba650c4cde1673278565538ef	2044http://www.yelp.com/	2014-10-16	quicklinks009	1		4	Topic too specific		4	http://www.yelp.com/	Chicago	2044	http://www.yelp.com/chicago
gemas	272	272	e1fd9e76140932b43a16b8fae6af7a85	2040http://www.yelp.com/	2014-10-16	quicklinks009	1		4	Topic too specific		0	http://www.yelp.com/	Glen Ivy Hot Springs Spa	2040	http://www.yelp.com/biz/glen-ivy-hot-springs-spa-corona-3
gemas	274	274	386fdf81785dc38c4110e5aa4b2f38e6	721http://www.fandango.com/	2014-10-16	quicklinks009	2		1			7	http://www.fandango.com/	Movies	721	http://www.fandango.com/moviesintheaters
gemas	274	274	4dd79fcc48978bf623490b13716de0be	719http://www.fandango.com/	2014-10-16	quicklinks009	1		1			5	http://www.fandango.com/	Watch Trailers	719	http://www.fandango.com/movie-trailer/
gemas	274	274	51cd8b6ae6848597618395476468334d	718http://www.fandango.com/	2014-10-16	quicklinks009	3	Other	1		bad abstraction for the title	4	http://www.fandango.com/	Movie Times By Theaters	718	http://www.fandango.com/movie-theaters
gemas	274	274	78e2ac09e0ce4c8bbdd24ce99c3846af	714http://www.fandango.com/	2014-10-16	quicklinks009	1		4	Topic too specific		0	http://www.fandango.com/	AMC Loews Waterfront 22	714	http://www.fandango.com/amcloewswaterfront22_aaosa/theaterpage
gemas	274	274	7a1c7faf5e13c7e55abe04a661f96472	716http://www.fandango.com/	2014-10-16	quicklinks009	1		4	Topic too specific		2	http://www.fandango.com/	Edwards West Covina Stadium 18	716	http://www.fandango.com/edwardswestcovinastadium18_aaedp/theaterpage
gemas	274	274	bf35d07ab40a8b94f237f9edf0d0cfce	715http://www.fandango.com/	2014-10-16	quicklinks009	1		4	Topic too specific		1	http://www.fandango.com/	AMC Showplace Naperville 16	715	http://www.fandango.com/amcshowplacenaperville16_aatwv/theaterpage
gemas	274	274	c1da59aaf3be3b2a625263a0d47ae0c1	720http://www.fandango.com/	2014-10-16	quicklinks009	4	Other,Irrelevant	4	Topic too specific	missing important info in title	6	http://www.fandango.com/	Trailers	720	http://www.fandango.com/movie-trailer/godzilla2014-trailer/157230
gemas	274	274	ddcb7b24b5ba9c883409c4400cf2cfa1	723http://www.fandango.com/	2014-10-16	quicklinks009	1		4	Topic too specific		9	http://www.fandango.com/	Regal Belltower Stadium 20	723	http://www.fandango.com/regalbelltowerstadium20_aaeqp/theaterpage
gemas	274	274	eb21002ad59de5d20ae851c3a8a0be0e	722http://www.fandango.com/	2014-10-16	quicklinks009	3	Misspelled,Other	1		missing character (+ or &) in title	8	http://www.fandango.com/	Movie Times   Tickets	722	http://www.fandango.com/movietimes
gemas	274	274	ed8fb4f9d1752b778ca095b9dad7ffcc	717http://www.fandango.com/	2014-10-16	quicklinks009	4	Other	4	Topic too specific	missing character (+) and important info in title (specific for El Paso)	3	http://www.fandango.com/	Movie Times   Tickets	717	http://www.fandango.com/el+paso_tx_movietimes
gemas	275	275	045c2a9afe8f1930a54b39757ee7c064	1191http://www.madthumbs.com/	2014-10-21	quicklinks009	4	Garbage characters,Poor truncation	4	Topic too specific		8	http://www.madthumbs.com/	60 Year Old Womaâ€¦	1191	http://www.madthumbs.com/videos/mature/60-year-old-woman-moaning-as-she-gets-pounded-deep/979174
gemas	275	275	0c0d749d034a67d6aab311867e6cc7de	1187http://www.madthumbs.com/	2014-10-21	quicklinks009	1		1			4	http://www.madthumbs.com/	Celebrity	1187	http://www.madthumbs.com/categories/celebrity
gemas	275	275	240470d6c28ec1080d6625f7c4e97282	1189http://www.madthumbs.com/	2014-10-21	quicklinks009	4	Irrelevant	3	Other	Search page as a QL does not look attractive	6	http://www.madthumbs.com/	canonical	1189	http://www.madthumbs.com/search
gemas	275	275	254f090c2ec2c8476b0a952c811b1b4a	1188http://www.madthumbs.com/	2014-10-21	quicklinks009	1		1			5	http://www.madthumbs.com/	Pornstars	1188	http://www.madthumbs.com/pornstar
gemas	275	275	614649571bd54bdabb5b06c17e520d62	1186http://www.madthumbs.com/	2014-10-21	quicklinks009	2		2			3	http://www.madthumbs.com/	Ass	1186	http://www.madthumbs.com/categories/ass
gemas	275	275	b9c30b9bcef2d3e34b6696f196d1462d	1185http://www.madthumbs.com/	2014-10-21	quicklinks009	1		1			2	http://www.madthumbs.com/	Categories	1185	http://www.madthumbs.com/categories
gemas	275	275	d3478a3639e0b54c60025b9de1dccf9b	1190http://www.madthumbs.com/	2014-10-21	quicklinks009	1		3	Topic too specific		7	http://www.madthumbs.com/	Captainstabbin.com	1190	http://www.madthumbs.com/search?q=captainstabbin.com
gemas	275	275	d5b6e8718d9100fbda08b4edc37c18cc	1183http://www.madthumbs.com/	2014-10-21	quicklinks009	2		2		title is good but no clear 100%, might be &quot;Classic version&quot;?	0	http://www.madthumbs.com/	Classic	1183	http://classic.madthumbs.com/
gemas	275	275	dd179791c80159affc94d4dfb1023549	1192http://www.madthumbs.com/	2014-10-21	quicklinks009	4	Garbage characters,Poor truncation	4	Topic too specific		9	http://www.madthumbs.com/	Fat Mom Fuckingâ€¦	1192	http://www.madthumbs.com/videos/mature/fat-mom-fucking-with-her-son-in-law-while-her-daughter-is-away/1033437
gemas	275	275	efff1bb2b0d419649b163efd8868fb3d	1184http://www.madthumbs.com/	2014-10-21	quicklinks009	1		2			1	http://www.madthumbs.com/	Mobile	1184	http://mobile.madthumbs.com/
corinnek	6	6	36821ab6f757a9d09cd1c6b86371d735	674http://www.earthlink.net/	2014-10-17	quicklinks009	2		2			4	http://www.earthlink.net/	MEMBER CENTER	674	http://www.earthlink.net/membercenter/
corinnek	6	6	41f879ab492f726a4d57351324bda207	673http://www.earthlink.net/	2014-10-17	quicklinks009	2		2			3	http://www.earthlink.net/	HIGH-SPEED INTERNET	673	http://www.earthlink.net/access/
corinnek	6	6	7986e348506c83635af424fe71f2016f	675http://www.earthlink.net/	2014-10-17	quicklinks009	1		1			5	http://www.earthlink.net/	Get Started	675	http://www.earthlink.net/membercenter/getstarted.faces
corinnek	6	6	7b490cecc416c216c587e82afc4d91e4	676http://www.earthlink.net/	2014-10-17	quicklinks009	2		2			6	http://www.earthlink.net/	PC FINETUNE	676	http://www.earthlink.net/software/connected/pcfinetune.faces
corinnek	6	6	7f50374530002a2d1f813f394e00c164	677http://www.earthlink.net/	2014-10-17	quicklinks009	4	Irrelevant	3			7	http://www.earthlink.net/	< Back	677	http://www.earthlink.net/webmail/help/earthlink/en_US/spamblocker/faq.html
corinnek	6	6	8e81fa9651ab650d597d6d654b976dca	670http://www.earthlink.net/	2014-10-17	quicklinks009	1		1			0	http://www.earthlink.net/	myEarthLink	670	http://my.earthlink.net/
corinnek	6	6	a9f99666cdc20e8965a1ff8447026116	672http://www.earthlink.net/	2014-10-17	quicklinks009	1		1			2	http://www.earthlink.net/	Web Mail	672	http://webmail.earthlink.net/
corinnek	6	6	b953fe90a2aff7ea110628b6554b9015	671http://www.earthlink.net/	2014-10-17	quicklinks009	3	Irrelevant	2		sign on	1	http://www.earthlink.net/	Web	671	http://my.earthlink.net/index.html
corinnek	6	6	db6997c66c14d598b854dcbe2aa354e3	678http://www.earthlink.net/	2014-10-17	quicklinks009	3	Repetitive,Too long	1			8	http://www.earthlink.net/	webmail.earthlink.net	678	https://webmail.earthlink.net/
corinnek	9	9	09fadcec8eaf887254e5a896e4362eac	1498http://www.pogo.com/	2014-10-17	quicklinks009	4		4			2	http://www.pogo.com/	canonical	1498	http://www.pogo.com/games/mahjong-garden
corinnek	9	9	35a6ef565cd18f2b5bcf3d989e0b6399	1501http://www.pogo.com/	2014-10-17	quicklinks009	1		3	Topic too specific		5	http://www.pogo.com/	Scrabble	1501	http://www.pogo.com/games/scrabble
corinnek	9	9	5b7fb0e736c99d096b67f31d1741dc2d	1497http://www.pogo.com/	2014-10-17	quicklinks009	4	Irrelevant	2			1	http://www.pogo.com/	Amazing Adventures	1497	http://www.pogo.com/games/amazingadventures
corinnek	9	9	69a834d2b9059aa0f8f0d100eb608253	1500http://www.pogo.com/	2014-10-17	quicklinks009	1		3	Topic too specific		4	http://www.pogo.com/	Poppit!	1500	http://www.pogo.com/games/poppit
corinnek	9	9	7ebe3fa43ceb5f57e0f7df88c3cdd6ef	1504http://www.pogo.com/	2014-10-17	quicklinks009	1		1			8	http://www.pogo.com/	Poker Games	1504	http://www.pogo.com/poker-games
corinnek	9	9	7f178ed01d634e0d12132ac630407d14	1503http://www.pogo.com/	2014-10-17	quicklinks009	1		3	Topic too specific		7	http://www.pogo.com/	Word Whomp	1503	http://www.pogo.com/games/word-whomp
corinnek	9	9	a06b6048931ce032fe175ae3b7f50593	1505http://www.pogo.com/	2014-10-17	quicklinks009	1		1			9	http://www.pogo.com/	Slots Games	1505	http://www.pogo.com/slots-games
corinnek	9	9	a72d4b1bff9b272c9f104d562da5dffa	1496http://www.pogo.com/	2014-10-17	quicklinks009	4		4			0	http://www.pogo.com/	canonical	1496	http://www.pogo.com/all-games
corinnek	9	9	d3fbaae28333ad1de166e0ce338e26ff	1502http://www.pogo.com/	2014-10-17	quicklinks009	1		3	Topic too specific		6	http://www.pogo.com/	Spades	1502	http://www.pogo.com/games/spades
corinnek	9	9	dc585f581245f53997d462e6119f062e	1499http://www.pogo.com/	2014-10-17	quicklinks009	1		2			3	http://www.pogo.com/	Chess	1499	http://www.pogo.com/games/online-chess
corinnek	11	11	00f5cf25a3da2429b1a0f7f10fb0025b	895http://www.hhgregg.com/	2014-10-18	quicklinks009	2		3	Topic too specific		7	http://www.hhgregg.com/	Soundbars	895	http://www.hhgregg.com/tv-entertainment/soundbars
corinnek	11	11	60fc5beaf369540e0f5603e69af7e788	892http://www.hhgregg.com/	2014-10-18	quicklinks009	1		1			4	http://www.hhgregg.com/	store locator	892	http://www.hhgregg.com/store-locations
corinnek	11	11	63bad01227f3c9e6a6cb816c0bbac9af	894http://www.hhgregg.com/	2014-10-18	quicklinks009	4	Irrelevant	4		empty	6	http://www.hhgregg.com/	See all LCD TVs	894	http://www.hhgregg.com/tv-entertainment/lcd
corinnek	11	11	664f983403f8e020f5ac0f702fef5ef4	890http://www.hhgregg.com/	2014-10-18	quicklinks009	1		1			2	http://www.hhgregg.com/	Furniture & Home Furnishings	890	http://www.hhgregg.com/furniture-home/homefurnishings
corinnek	11	11	781c984e9f71b6ba9f3dbf53e6d23c2d	888http://www.hhgregg.com/	2014-10-18	quicklinks009	3	Garbage characters	1			0	http://www.hhgregg.com/	Appliances â–¼	888	http://www.hhgregg.com/appliances-home
corinnek	11	11	925cf90b1305a0a3b6b7485247ddbad5	896http://www.hhgregg.com/	2014-10-18	quicklinks009	1		1			8	http://www.hhgregg.com/	TV & Video	896	http://www.hhgregg.com/tv-entertainment/tvs
corinnek	11	11	99f76dcc35be934be28b98ba5744630e	889http://www.hhgregg.com/	2014-10-18	quicklinks009	3	Garbage characters	1			1	http://www.hhgregg.com/	Tablets, Computers & Mobile â–¼	889	http://www.hhgregg.com/computers-mobile
corinnek	11	11	d4612d482f27e848e49ac6ec3eeaff01	893http://www.hhgregg.com/	2014-10-18	quicklinks009	3	Garbage characters	1			5	http://www.hhgregg.com/	TV & Electronics â–¼	893	http://www.hhgregg.com/tv-entertainment
corinnek	11	11	d53047e4e57fb69cf4759460504d487d	891http://www.hhgregg.com/	2014-10-18	quicklinks009	2		3	Topic too specific		3	http://www.hhgregg.com/	Proscan 24' 1080p LED HDTV 129.99	891	http://www.hhgregg.com/proscan-24-1080p-led-hdtv/item/PLED2435A
corinnek	15	15	146b97d3039db50683ff088f012278a2	1389http://www.northtrailrv.com/	2014-10-17	quicklinks009	1		2			5	http://www.northtrailrv.com/	Keystone RV	1389	http://www.northtrailrv.com/inventory/keystone
corinnek	15	15	5e50a92ab78d93c633715269aead0928	1387http://www.northtrailrv.com/	2014-10-17	quicklinks009	2	Too long	3	Topic too specific		3	http://www.northtrailrv.com/	2000 32 Fleetwood Flair 32V Class A Gas	1387	http://www.northtrailrv.com/inventory/fleetwood/flair/mhg/stocknumber/17727
corinnek	15	15	793d99875197f6eed173c40233cb667f	1385http://www.northtrailrv.com/	2014-10-17	quicklinks009	2	Too long	3	Topic too specific		1	http://www.northtrailrv.com/	Newmar Canyon Star 3911 wheelchair accessible motorhomes	1385	http://www.northtrailrv.com/content/wheelchair_accessible_motorhomes
corinnek	15	15	a24d42fb6ed0c470962f3549f249d13f	1390http://www.northtrailrv.com/	2014-10-17	quicklinks009	2		2			6	http://www.northtrailrv.com/	Newmar	1390	http://www.northtrailrv.com/inventory/newmar
corinnek	15	15	b8bde941c19c8979852e556816c9872e	1392http://www.northtrailrv.com/	2014-10-17	quicklinks009	2		2			8	http://www.northtrailrv.com/	Tiffin	1392	http://www.northtrailrv.com/inventory/tiffin%20motor%20homes
corinnek	15	15	da7126b46419a41fa7268449cb1bcaf1	1391http://www.northtrailrv.com/	2014-10-17	quicklinks009	1		3	Topic too specific		7	http://www.northtrailrv.com/	Kountry Aire Fifth Wheel	1391	http://www.northtrailrv.com/inventory/newmar/kountry%20aire/fw
corinnek	15	15	dfb4a4319ce2a25aa8b719d324eda818	1384http://www.northtrailrv.com/	2014-10-17	quicklinks009	2	Too long	3	Topic too specific		0	http://www.northtrailrv.com/	TIRE & ALIGNMENT CENTER	1384	http://www.northtrailrv.com/content/rv_tire_alignment_service_center
corinnek	15	15	dfbf0d4b04aedc009c62ae497eee9d51	1386http://www.northtrailrv.com/	2014-10-17	quicklinks009	3	Poor truncation	2			2	http://www.northtrailrv.com/	Fleetwood	1386	http://www.northtrailrv.com/inventory/fleetwood
corinnek	15	15	fed8f92416a062160d25850312883c3b	1388http://www.northtrailrv.com/	2014-10-17	quicklinks009	2	Too long	3	Topic too specific		4	http://www.northtrailrv.com/	2007 0 Forest River Flagstaff 831FKSS Travel Trailer	1388	http://www.northtrailrv.com/inventory/forest%20river/flagstaff/tv/stocknumber/5970-1
corinnek	18	18	0420512bc69e4b187901d60d756cd98c	969http://www.ihsaa.org/	2014-10-20	quicklinks009	1		2			7	http://www.ihsaa.org/	Wrestling	969	http://www.ihsaa.org/Sports/Boys/Wrestling/tabid/74/Default.aspx
