a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.qlvalue	a.rank
viveca	409	409	94faf47b7238546cbb6e0195780af292	1934http://www.weather.com/	2014-12-10	qlpatch	Uncertain	0
viveca	409	409	c1cca4b783450a51c7b2fa3f468e6b41	1937http://www.weather.com/	2014-12-10	qlpatch	Uncertain	3
viveca	409	409	e9cf1b5615279c89d962a780662e766c	1938http://www.weather.com/	2014-12-10	qlpatch	NJ	4
viveca	410	410	56a98632865b599af93e69a7f6ea5f4a	1943http://www.sharebuilder.com/	2014-12-11	qlpatch	Uncertain	3
viveca	410	410	57f8cc68de84ece01f636f30e020aa51	1945http://www.sharebuilder.com/	2014-12-11	qlpatch	Uncertain	5
viveca	410	410	6190b7d6cb52c6b864fbf42a834f13db	1946http://www.sharebuilder.com/	2014-12-11	qlpatch	Uncertain	6
viveca	410	410	878993cf3a3cc6347f27e548b52db06c	1941http://www.sharebuilder.com/	2014-12-11	qlpatch	Definitely YES	1
viveca	410	410	9260be0be1a9e0fe5c987a52509eb433	1940http://www.sharebuilder.com/	2014-12-11	qlpatch	Uncertain	0
viveca	410	410	da7881329cd74c655c6d3dbf024fd3bb	1944http://www.sharebuilder.com/	2014-12-11	qlpatch	Uncertain	4
viveca	410	410	ec7fe445b1adc42e3333527d7aa72998	1942http://www.sharebuilder.com/	2014-12-11	qlpatch	Uncertain	2
viveca	411	411	bd0ba7c6973397f2715b51c6d0395a8d	728http://mobile.youporn.com/	2014-12-11	qlpatch	Uncertain	0
viveca	419	419	37d6b7ee8373989d72a5101448cdb630	1952http://www.landsend.com/	2014-12-10	qlpatch	Definitely NO	0
viveca	420	420	4656429c41f9618f53392e573ea5a215	755http://thepioneerwoman.com/	2014-12-10	qlpatch	Uncertain	1
viveca	420	420	493cd5cceb1ab8760370e5f5e6cd8501	754http://thepioneerwoman.com/	2014-12-10	qlpatch	Uncertain	0
viveca	420	420	81470e0dcc003913f334fe3418eb5ed6	758http://thepioneerwoman.com/	2014-12-10	qlpatch	Uncertain	4
viveca	420	420	bd28d57b2c0d1d2d7dbef921ce429a58	759http://thepioneerwoman.com/	2014-12-10	qlpatch	Uncertain	5
viveca	420	420	c321934645864daa90f3633e95a670d4	757http://thepioneerwoman.com/	2014-12-10	qlpatch	Uncertain	3
viveca	420	420	d36a400648dd58cf970417785b4ea6ac	760http://thepioneerwoman.com/	2014-12-10	qlpatch	Uncertain	6
viveca	420	420	fc22140c02f1185b2a48218758304937	756http://thepioneerwoman.com/	2014-12-10	qlpatch	Uncertain	2
viveca	422	422	014640b1cd3a8fd99312042dec79f10d	1965http://flightaware.com/	2014-12-10	qlpatch	Definitely YES	2
viveca	422	422	58488f78175cf211e980c6ba0f0ea344	1966http://flightaware.com/	2014-12-10	qlpatch	Uncertain	3
viveca	422	422	64e6d8737a97e166d635ebada3588387	1964http://flightaware.com/	2014-12-10	qlpatch	Uncertain	1
viveca	422	422	8628744a1687f61340c5dff86a227354	1968http://flightaware.com/	2014-12-10	qlpatch	Uncertain	5
viveca	422	422	b33b6d95c0521a662be8b83d5a2dc02a	1963http://flightaware.com/	2014-12-10	qlpatch	Uncertain	0
viveca	422	422	c3f5fef745f662ddd992ebe52011fbb9	1967http://flightaware.com/	2014-12-10	qlpatch	Uncertain	4
viveca	424	424	c6295bcf7c9797f5fa306aa1e862e1c2	1972http://www.menasuvarifan.com/	2014-12-10	qlpatch	Definitely YES	0
viveca	426	426	026a95b445a99919bfa219c4c146667a	762http://www.bellagio.com/	2014-12-10	qlpatch	Uncertain	1
viveca	426	426	031d6829e0b73803fcb63b619ba33c71	764http://www.bellagio.com/	2014-12-10	qlpatch	Uncertain	3
viveca	426	426	083610056257f06f62282bd6a464517f	765http://www.bellagio.com/	2014-12-10	qlpatch	Uncertain	4
viveca	426	426	3c56e9968af87214837f5a7cf3d1bff3	763http://www.bellagio.com/	2014-12-10	qlpatch	Uncertain	2
viveca	426	426	abd5fd7368da3b95b3f7da8e6ac81508	761http://www.bellagio.com/	2014-12-10	qlpatch	Uncertain	0
viveca	426	426	ad9a493cfbd290891cfeade8083f70ce	766http://www.bellagio.com/	2014-12-10	qlpatch	Uncertain	5
viveca	427	427	15f8d980e427841b97c3fbe6f4e24e5e	772https://weather.yahoo.com/	2014-12-11	qlpatch	Uncertain	5
viveca	427	427	1c9fd5d4c38297caada2603709e007b7	770https://weather.yahoo.com/	2014-12-11	qlpatch	Definitely NO	3
viveca	427	427	35200561210756eb4befae2d18c93130	773https://weather.yahoo.com/	2014-12-11	qlpatch	Definitely YES	6
viveca	427	427	7095ba87fa668fcb765410be7c39c48f	767https://weather.yahoo.com/	2014-12-11	qlpatch	Uncertain	0
viveca	427	427	95cce2933b1e344061fdd20c409d5b42	771https://weather.yahoo.com/	2014-12-11	qlpatch	Uncertain	4
viveca	427	427	a930f11e67785dc364bfbd04b8975d99	769https://weather.yahoo.com/	2014-12-11	qlpatch	Definitely NO	2
viveca	427	427	adc6cbca750f399c719622f80a0e0937	768https://weather.yahoo.com/	2014-12-11	qlpatch	Uncertain	1
viveca	427	427	c18bea168fdfe4156c396549db4f21f7	774https://weather.yahoo.com/	2014-12-11	qlpatch	Uncertain	7
viveca	429	429	390208161e85557248323f99ae5f1caa	775http://www.state.gov/	2014-12-11	qlpatch	Uncertain	0
viveca	429	429	6ff4c8876c4acb229664aed5ad845f06	777http://www.state.gov/	2014-12-11	qlpatch	Uncertain	2
viveca	429	429	70763ac18a9260f07cafa34d8c8d3201	776http://www.state.gov/	2014-12-11	qlpatch	Uncertain	1
viveca	430	430	0a04072e9fcfc7ccbe04f6a7300f9cf9	1983http://www.barbie.com/en-us	2014-12-10	qlpatch	Uncertain	2
viveca	430	430	22a1c4e4d9adda217fe1e76acca53a16	1981http://www.barbie.com/en-us	2014-12-10	qlpatch	Uncertain	0
viveca	430	430	3a52b643db83c2ad203f75d86cac2293	1982http://www.barbie.com/en-us	2014-12-10	qlpatch	Uncertain	1
viveca	431	431	91a0b1cea7958b7313204836f2fc6165	1985http://www.dorisday.com/	2014-12-10	qlpatch	Definitely NO	1
viveca	431	431	f49b99fb127ef22b6fca809aeea32832	1984http://www.dorisday.com/	2014-12-10	qlpatch	Uncertain	0
viveca	444	444	6cc8c5fcc87b1c3b9599cacd29c1cb37	817http://www.americangreetings.com/	2014-12-10	qlpatch	Uncertain	2
viveca	444	444	a8f9de4b8496adccc8424e89964e3f3b	816http://www.americangreetings.com/	2014-12-10	qlpatch	Uncertain	1
viveca	444	444	f01b01f635295ebe0e5f3d7cdd9e67bf	815http://www.americangreetings.com/	2014-12-10	qlpatch	Uncertain	0
viveca	445	445	1e7d82d52cbf84b8afa95aac99928fbc	2010http://www.translate.com/	2014-12-10	qlpatch	Uncertain	1
viveca	445	445	c9db45fd60d212e39fd0e492e99e0e2d	2009http://www.translate.com/	2014-12-10	qlpatch	Definitely NO	0
viveca	448	448	0dbc6acde5511188e44eb3fdee1ef43c	821http://www.united-states-map.com/	2014-12-10	qlpatch	Uncertain	3
viveca	448	448	477ff9a669665ebc9a30f3a42f60599c	818http://www.united-states-map.com/	2014-12-10	qlpatch	Uncertain	0
viveca	448	448	a2edeaa3e26c7d2f887d57660f04e270	819http://www.united-states-map.com/	2014-12-10	qlpatch	Uncertain	1
viveca	448	448	d785c6f89498142c2ab4e136eb3eff9c	820http://www.united-states-map.com/	2014-12-10	qlpatch	NJ	2
viveca	452	452	0640b9d5c82e089414f8e0a4ebfc0049	2026http://www.cooks.com/	2014-12-10	qlpatch	Uncertain	8
viveca	452	452	0de519564b408063c67a7d0d9d9d8a43	2025http://www.cooks.com/	2014-12-10	qlpatch	Uncertain	7
viveca	452	452	49b08137d4518be95ea4000b5f259a35	2024http://www.cooks.com/	2014-12-10	qlpatch	Uncertain	6
viveca	452	452	5ac9eb5901287625e8c9f3780d4d710a	2023http://www.cooks.com/	2014-12-10	qlpatch	Uncertain	5
viveca	452	452	b6396ff7aac3951b703b633d47b9c102	2020http://www.cooks.com/	2014-12-10	qlpatch	Uncertain	2
viveca	452	452	c08f37c976a99e1b2f17134d3c9d262a	2021http://www.cooks.com/	2014-12-10	qlpatch	Uncertain	3
viveca	452	452	c1db78a6f0325a7edd4dec4be9a350f5	2022http://www.cooks.com/	2014-12-10	qlpatch	Uncertain	4
viveca	452	452	dca225ae406d7101aaef5f57c73f6409	2018http://www.cooks.com/	2014-12-10	qlpatch	Uncertain	0
viveca	452	452	ed5706759d10147b1d64807bff20b090	2019http://www.cooks.com/	2014-12-10	qlpatch	Uncertain	1
viveca	454	454	1b0485e60e84bff4a91eff5e3aed8874	2030http://www.nike.com/	2014-12-10	qlpatch	Definitely YES	3
viveca	454	454	cc77adcf37035ddc1c27082c528b7337	2029http://www.nike.com/	2014-12-10	qlpatch	Definitely YES	2
viveca	454	454	de124fc3f35a04a40b87ee8fd09738f6	2028http://www.nike.com/	2014-12-10	qlpatch	Definitely YES	1
viveca	454	454	e33753e8b1b496d3e4dc14aa1bd91332	2027http://www.nike.com/	2014-12-10	qlpatch	Definitely YES	0
viveca	458	458	251ef701ca71fafb1a1e4782871136a6	2036http://littlecaesars.com/	2014-12-10	qlpatch	Definitely YES	1
viveca	458	458	681f09bbd0e2590ada4e40158d5d5a9e	2035http://littlecaesars.com/	2014-12-10	qlpatch	NJ	0
viveca	463	463	0361283d64e1f3cb68e4a32fa32fabdb	863http://www.costcotravel.com/	2014-12-10	qlpatch	Uncertain	4
viveca	463	463	0527467857562257810c7fd82a0df30e	862http://www.costcotravel.com/	2014-12-10	qlpatch	NJ	3
viveca	463	463	1016e12f61c353fd429cbfe52cc4c351	861http://www.costcotravel.com/	2014-12-10	qlpatch	Uncertain	2
viveca	463	463	44ae33b0e7c946137baccbc1f8bc1053	859http://www.costcotravel.com/	2014-12-10	qlpatch	Uncertain	0
viveca	463	463	5a5b24c6b3879dfe5868876639c5f5c1	865http://www.costcotravel.com/	2014-12-10	qlpatch	Uncertain	6
viveca	463	463	8efd55a8ebc644f84e33b51f61675518	860http://www.costcotravel.com/	2014-12-10	qlpatch	Uncertain	1
viveca	463	463	f98a35e8d4d0a84539da768c373760fe	864http://www.costcotravel.com/	2014-12-10	qlpatch	Uncertain	5
viveca	474	474	48a9322d9e74af7583185737ddc360cb	888https://www.healthcare.gov/	2014-12-10	qlpatch	Uncertain	0
viveca	474	474	4bfe9936d205c0107eb03a00deb47019	889https://www.healthcare.gov/	2014-12-10	qlpatch	Uncertain	1
viveca	474	474	925d07da4c4a83c67b8402cafa023c20	892https://www.healthcare.gov/	2014-12-10	qlpatch	Uncertain	4
viveca	474	474	961310256812fec9fc1fc179711efe7d	893https://www.healthcare.gov/	2014-12-10	qlpatch	Uncertain	5
viveca	474	474	d4913ed21e4f701798e254f2b0c61adc	890https://www.healthcare.gov/	2014-12-10	qlpatch	Definitely NO	2
viveca	474	474	e057e99338f266c86968bccb8cb5ffad	891https://www.healthcare.gov/	2014-12-10	qlpatch	Uncertain	3
viveca	475	475	f775fc2f0c876d77cea84be5bc0e06ca	2073http://www.job.com/	2014-12-10	qlpatch	Definitely YES	0
viveca	478	478	0d53fb920fa7297e17c5cdfe47caf28e	2075http://earthquake.usgs.gov/	2014-12-10	qlpatch	Uncertain	1
viveca	478	478	a7bdd058739ba566d6a75c00233db1f7	2074http://earthquake.usgs.gov/	2014-12-10	qlpatch	Uncertain	0
viveca	478	478	e870613e6bf29e9f4380a4b705d19d97	2076http://earthquake.usgs.gov/	2014-12-10	qlpatch	Uncertain	2
viveca	480	480	2cf8b110c1e4a66282286e65509a4455	918http://red-love-tube.com/	2014-12-11	qlpatch	Definitely NO	3
viveca	480	480	55aea273d0cdb613162c55d282e62ac8	917http://red-love-tube.com/	2014-12-11	qlpatch	Uncertain	2
viveca	480	480	595e960cf3af1e250046d557b15f2746	916http://red-love-tube.com/	2014-12-11	qlpatch	Definitely NO	1
viveca	480	480	7a72eebe9a0c08e16624375fa5a8e956	923http://red-love-tube.com/	2014-12-11	qlpatch	Uncertain	8
viveca	480	480	84f5fc0884469e0d66d89cc5882a55c1	919http://red-love-tube.com/	2014-12-11	qlpatch	Definitely YES	4
viveca	480	480	859b2e7e49f645fa9b6c37945eeb42c2	922http://red-love-tube.com/	2014-12-11	qlpatch	Uncertain	7
viveca	480	480	afd1b03daf24d2dfbdcdb6768d97966e	924http://red-love-tube.com/	2014-12-11	qlpatch	Uncertain	9
viveca	480	480	f4e1986efe85eef18be1e3233851e523	915http://red-love-tube.com/	2014-12-11	qlpatch	Uncertain	0
viveca	480	480	faf4c59d1ecd1b74d243700d7a0a56b6	921http://red-love-tube.com/	2014-12-11	qlpatch	Uncertain	6
viveca	480	480	fd3a5b3a35d47897af231af5474a3ff5	920http://red-love-tube.com/	2014-12-11	qlpatch	Uncertain	5
viveca	482	482	36dc494f4b6bb86ea661ab14ef19b37f	929http://www.toyota-global.com/	2014-12-10	qlpatch	Uncertain	4
viveca	482	482	41bb9040819eb72715a2ea2ed4dcce9c	928http://www.toyota-global.com/	2014-12-10	qlpatch	Uncertain	3
viveca	482	482	5d93bc8411e0223cd2733778575f8a0a	925http://www.toyota-global.com/	2014-12-10	qlpatch	Uncertain	0
viveca	482	482	764785621cff3555b65a3e1514eebec7	926http://www.toyota-global.com/	2014-12-10	qlpatch	Uncertain	1
viveca	482	482	cd4de35e3cc63ecb28f047373a2c43d5	927http://www.toyota-global.com/	2014-12-10	qlpatch	Uncertain	2
viveca	489	489	02ded9bf32c66fed6917b4fa92851ab5	2097https://jpmorgan.chase.com/	2014-12-10	qlpatch	Uncertain	1
viveca	489	489	f8d8f7381e000818586f027718e5e2a9	2096https://jpmorgan.chase.com/	2014-12-10	qlpatch	Uncertain	0
viveca	492	492	0ca50e4416d56e7ce2a0b12561f42b93	941http://www.washingtonpost.com/	2014-12-11	qlpatch	Definitely YES	0
viveca	492	492	2449fdc0df14e909b85502f9f57a80b2	943http://www.washingtonpost.com/	2014-12-11	qlpatch	Definitely YES	2
viveca	492	492	2c4ba52a8334971fe782ddc657cb5db0	942http://www.washingtonpost.com/	2014-12-11	qlpatch	Uncertain	1
viveca	492	492	45b026f6d2e66531c667a05054b9e473	944http://www.washingtonpost.com/	2014-12-11	qlpatch	Uncertain	3
viveca	492	492	927d276875946647328284d7410ac435	945http://www.washingtonpost.com/	2014-12-11	qlpatch	Definitely YES	4
viveca	492	492	ad314902fb763d4087b26022c93f744d	946http://www.washingtonpost.com/	2014-12-11	qlpatch	Definitely NO	5
viveca	492	492	ec8a629a78173a194047d3daac83c065	947http://www.washingtonpost.com/	2014-12-11	qlpatch	Uncertain	6
viveca	493	493	3f9c30673da33b7b68b5965aee860f9d	948https://live.facebooklive.com/	2014-12-11	qlpatch	Uncertain	0
viveca	493	493	43f37b0e52e15351658b34e60666b260	949https://live.facebooklive.com/	2014-12-11	qlpatch	Uncertain	1
viveca	493	493	543efe1be9ba226133211bd15b8e5c39	950https://live.facebooklive.com/	2014-12-11	qlpatch	Uncertain	2
viveca	493	493	aaea8922fb8d34a75615b5829dfb26f3	952https://live.facebooklive.com/	2014-12-11	qlpatch	Uncertain	4
viveca	493	493	c365f6d4694fa08739c9e67ec62f4d2b	951https://live.facebooklive.com/	2014-12-11	qlpatch	Uncertain	3
viveca	498	498	1f9db6c3ee3f66aa8b404e2fa44d98ef	958http://hiltongardeninn3.hilton.com/en/index.html	2014-12-10	qlpatch	Uncertain	4
viveca	498	498	3508e4d018d2c2b8ba5b2542ad8e733e	960http://hiltongardeninn3.hilton.com/en/index.html	2014-12-10	qlpatch	Uncertain	6
viveca	498	498	77b44c3c81d518903cfa67e0a8fc18cd	956http://hiltongardeninn3.hilton.com/en/index.html	2014-12-10	qlpatch	Uncertain	2
viveca	498	498	7daade87c716c8823e853384d784f6a7	955http://hiltongardeninn3.hilton.com/en/index.html	2014-12-10	qlpatch	Uncertain	1
viveca	498	498	9e4368b3a3d4f050ae72e78493ca6c4d	959http://hiltongardeninn3.hilton.com/en/index.html	2014-12-10	qlpatch	Uncertain	5
viveca	498	498	c4d0d1e178898f11badf71909e8eb7d8	954http://hiltongardeninn3.hilton.com/en/index.html	2014-12-10	qlpatch	Uncertain	0
viveca	498	498	e5400f15f1d04a08657490346428961a	957http://hiltongardeninn3.hilton.com/en/index.html	2014-12-10	qlpatch	Uncertain	3
viveca	503	503	0ecd8cafe0c0bf6404837d5d1fc9a2d3	971http://scholar.google.com/	2014-12-10	qlpatch	NJ	0
viveca	503	503	4ecc7419f29ad9fcb168d479791e0d1e	972http://scholar.google.com/	2014-12-10	qlpatch	Definitely YES	1
viveca	506	506	9fb0fd3e6159255199f20b1f08b05621	2126http://www.jonbenet-ramsey.com/	2014-12-10	qlpatch	Uncertain	0
viveca	507	507	18f68a1aa98fdb7a09b5ca6cffaf2dd6	975https://creditcards.chase.com/	2014-12-11	qlpatch	Uncertain	1
viveca	507	507	5dda331376a54161c3dbaddffb440d8e	979https://creditcards.chase.com/	2014-12-11	qlpatch	Uncertain	5
viveca	507	507	c8c260d4adf3cd3feb31e8aa666c7161	976https://creditcards.chase.com/	2014-12-11	qlpatch	Uncertain	2
viveca	507	507	c8e88da952fbfc03e916d0263266b34d	977https://creditcards.chase.com/	2014-12-11	qlpatch	Uncertain	3
viveca	507	507	c9dba9114576d2f77dae9f85a69f6810	974https://creditcards.chase.com/	2014-12-11	qlpatch	Uncertain	0
viveca	507	507	d30c1da9e3d40e9f04fbb34894287bd9	978https://creditcards.chase.com/	2014-12-11	qlpatch	Uncertain	4
viveca	519	519	010d6c40acf65fc37e9efe4bae315512	2166http://www.theyellowpages.com/	2014-12-10	qlpatch	Definitely YES	1
viveca	519	519	2a7ab6d8b0e101cc4d320e367ecc3b7a	2165http://www.theyellowpages.com/	2014-12-10	qlpatch	Uncertain	0
viveca	519	519	f612816d7e2ff94e487762aa0ad0249d	2167http://www.theyellowpages.com/	2014-12-10	qlpatch	Uncertain	2
viveca	529	529	b792ec0770cb064ebb8433a0112d358f	2187http://community.overstock.com/	2014-12-10	qlpatch	Uncertain	0
viveca	534	534	030f762e79554a64dc66a84b5db8e70b	1043http://www.billyjoel.com/	2014-12-10	qlpatch	Definitely NO	4
viveca	534	534	1893ab79c9679d0077bc8f576a641bcd	1041http://www.billyjoel.com/	2014-12-10	qlpatch	Uncertain	2
viveca	534	534	1f5ee86dbc0eb33d6ea766f6791be087	1044http://www.billyjoel.com/	2014-12-10	qlpatch	Uncertain	5
viveca	534	534	4ef0321c159b5263914f6034e8783ae1	1040http://www.billyjoel.com/	2014-12-10	qlpatch	Definitely NO	1
viveca	534	534	6326f0ae01d44e423413cb809e213546	1045http://www.billyjoel.com/	2014-12-10	qlpatch	Definitely YES	6
viveca	534	534	6da08d054b278d1cdfcb524c61295b29	1039http://www.billyjoel.com/	2014-12-10	qlpatch	Uncertain	0
viveca	534	534	7a5dd298914a2ecc9dbf0c2e5da2fab0	1046http://www.billyjoel.com/	2014-12-10	qlpatch	Uncertain	7
viveca	534	534	eeffd92b18a6f446ba3a5bc743785f9b	1042http://www.billyjoel.com/	2014-12-10	qlpatch	Uncertain	3
viveca	538	538	1d4d19e91c4e0812e4874191d3029a72	1066http://politicalticker.blogs.cnn.com/	2014-12-10	qlpatch	Definitely NO	5
viveca	538	538	35731c2d01fef9b2c354f0753d042b92	1061http://politicalticker.blogs.cnn.com/	2014-12-10	qlpatch	Uncertain	0
viveca	538	538	6fd83de343e642c054b64e81d1e26258	1070http://politicalticker.blogs.cnn.com/	2014-12-10	qlpatch	Definitely NO	9
viveca	538	538	745e433671555def30fceda9348ef846	1068http://politicalticker.blogs.cnn.com/	2014-12-10	qlpatch	Definitely NO	7
viveca	538	538	96551f0a30b65b57505eabaf7b4806a1	1065http://politicalticker.blogs.cnn.com/	2014-12-10	qlpatch	Definitely NO	4
viveca	538	538	9b35540f0ba6fe0e4bb1bdeafafa1f59	1069http://politicalticker.blogs.cnn.com/	2014-12-10	qlpatch	Definitely NO	8
viveca	538	538	9bf950f976e90402aa11ac8eea1efb77	1062http://politicalticker.blogs.cnn.com/	2014-12-10	qlpatch	Definitely NO	1
viveca	538	538	ce106c5fff3b011d30e3a59c527623ba	1064http://politicalticker.blogs.cnn.com/	2014-12-10	qlpatch	Definitely NO	3
viveca	538	538	ded1c60b106998216f3974a00df8ad38	1067http://politicalticker.blogs.cnn.com/	2014-12-10	qlpatch	Uncertain	6
viveca	538	538	e9bece3136e950eaa2e5f4eea26b17bb	1063http://politicalticker.blogs.cnn.com/	2014-12-10	qlpatch	Definitely NO	2
viveca	539	539	0ae659caf7e6304482eee548819ee984	1072https://www.icloud.com/	2014-12-10	qlpatch	Uncertain	1
viveca	539	539	9c676a69c5d2bbdd02bbc77af8efd2de	1071https://www.icloud.com/	2014-12-10	qlpatch	Definitely NO	0
viveca	542	542	149b9b0ce39348c286bce7083daf3087	2205http://www.traderjoes.com/	2014-12-10	qlpatch	NJ	2
viveca	542	542	87a82f0cbe9c96e678464b0cbed6fedb	2204http://www.traderjoes.com/	2014-12-10	qlpatch	NJ	1
viveca	542	542	de0fd537e33de0b00ad26980c1b024f7	2203http://www.traderjoes.com/	2014-12-10	qlpatch	NJ	0
viveca	544	544	24468c6a3991218f2bc6559399f17b2d	1082http://www.mo.gov/	2014-12-11	qlpatch	Uncertain	0
viveca	544	544	2beaea12d658c80ef8916b990230768f	1085http://www.mo.gov/	2014-12-11	qlpatch	NJ	3
viveca	544	544	2e8f691318babc3f1ed55823e6cebe38	1088http://www.mo.gov/	2014-12-11	qlpatch	Uncertain	6
viveca	544	544	5abee1590115096bf376155d64f21848	1086http://www.mo.gov/	2014-12-11	qlpatch	Definitely YES	4
viveca	544	544	7f2825bf0b5a087801cbd2cee34c545f	1084http://www.mo.gov/	2014-12-11	qlpatch	Uncertain	2
viveca	544	544	eb8c1b9fdb273abf6469110b34832168	1087http://www.mo.gov/	2014-12-11	qlpatch	Uncertain	5
viveca	544	544	f445fddb3ab405c9f21e63f5ef65cd61	1083http://www.mo.gov/	2014-12-11	qlpatch	Definitely YES	1
viveca	546	546	03bad0996eb62b33417038d98901a7b6	2209http://www.academy.com/	2014-12-11	qlpatch	Uncertain	3
viveca	546	546	aad325b15c8c60a920b85563945d0f7c	2207http://www.academy.com/	2014-12-11	qlpatch	Uncertain	1
viveca	546	546	ad6e58b2bb3811e171ee080ee5665c64	2208http://www.academy.com/	2014-12-11	qlpatch	Uncertain	2
viveca	546	546	bcd3cbd355627c80b9a167fc04bc0768	2206http://www.academy.com/	2014-12-11	qlpatch	Uncertain	0
viveca	548	548	1debe74efc95ac3c9c3002943e95fb53	2210http://tv.msn.com/	2014-12-10	qlpatch	Uncertain	0
viveca	548	548	36af2289018c1048a59c86490a95f424	2212http://tv.msn.com/	2014-12-10	qlpatch	Uncertain	2
viveca	548	548	7ca6391b04eed99bf23716933b83d99a	2214http://tv.msn.com/	2014-12-10	qlpatch	Uncertain	4
viveca	548	548	89d976c7ffbdca1a5f0fa5564eac6f98	2215http://tv.msn.com/	2014-12-10	qlpatch	Uncertain	5
viveca	548	548	b26895d7c730efbe4ae40da4e23e8d00	2213http://tv.msn.com/	2014-12-10	qlpatch	Uncertain	3
viveca	548	548	c43b2421b89432dcd9df0e451065166e	2211http://tv.msn.com/	2014-12-10	qlpatch	Uncertain	1
viveca	548	548	c5ece2dd4691ca8b1df859a805c1c3f4	2217http://tv.msn.com/	2014-12-10	qlpatch	Uncertain	7
viveca	548	548	f399335619a2abbb717ccbbc101187cf	2218http://tv.msn.com/	2014-12-10	qlpatch	Uncertain	8
viveca	548	548	ff9dfc58fe579d6048adbf3caf8325cb	2216http://tv.msn.com/	2014-12-10	qlpatch	Uncertain	6
viveca	555	555	0ec2c55943097f94f0ce15c7eaae9b50	2236http://www.canon.com/	2014-12-10	qlpatch	Definitely YES	4
viveca	555	555	18b8f8f52b76cc7c2d63d70b6dc51c35	2234http://www.canon.com/	2014-12-10	qlpatch	Uncertain	2
viveca	555	555	3bda19038a80e0de13f986983ebb9ac1	2232http://www.canon.com/	2014-12-10	qlpatch	Uncertain	0
viveca	555	555	7853d391dba200aa1cc8845471140ff4	2235http://www.canon.com/	2014-12-10	qlpatch	Definitely YES	3
viveca	555	555	82d1e0d581b3a21759820e8075abae32	2233http://www.canon.com/	2014-12-10	qlpatch	Uncertain	1
viveca	559	559	0b5ac2c79fe5873b11e0f0731cf594ea	1109http://stores.petsmart.com/	2014-12-10	qlpatch	Uncertain	4
viveca	559	559	0bfaf1d1ad6d88fdd0da38f716eab35a	1105http://stores.petsmart.com/	2014-12-10	qlpatch	Uncertain	0
viveca	559	559	926a8826b38d0f94995eb5c15462b4f5	1110http://stores.petsmart.com/	2014-12-10	qlpatch	Uncertain	5
viveca	559	559	94bf889b3edea767f1caf14175456003	1111http://stores.petsmart.com/	2014-12-10	qlpatch	Uncertain	6
viveca	559	559	a0ee1d2b962b8cf10ff10bc5363be96b	1112http://stores.petsmart.com/	2014-12-10	qlpatch	Uncertain	7
viveca	559	559	b87a9a4b76bf4e7778e77c14068eee8c	1106http://stores.petsmart.com/	2014-12-10	qlpatch	Uncertain	1
viveca	559	559	d62c7832585d3ce23c38e566968e8d5d	1107http://stores.petsmart.com/	2014-12-10	qlpatch	Uncertain	2
viveca	559	559	dc3b396e381749920340a89ebcaea284	1113http://stores.petsmart.com/	2014-12-10	qlpatch	Uncertain	8
viveca	559	559	f681815ce07a6d8a19bc344be046e821	1108http://stores.petsmart.com/	2014-12-10	qlpatch	Uncertain	3
viveca	573	573	859fd467f6d48db3e7c0f2e9ba8a3c7d	1135http://shop.pbskids.org/	2014-12-10	qlpatch	Uncertain	1
viveca	573	573	939e358512f3e643a409c4ebd14213dd	1138http://shop.pbskids.org/	2014-12-10	qlpatch	Uncertain	4
viveca	573	573	a3aef1b515a61795e97692cfec20ae30	1137http://shop.pbskids.org/	2014-12-10	qlpatch	Uncertain	3
viveca	573	573	aa84253bddde564cf7190e3b51e486ad	1136http://shop.pbskids.org/	2014-12-10	qlpatch	Definitely YES	2
viveca	573	573	ccf90a4ae24518bce3c432f576b5a9f1	1134http://shop.pbskids.org/	2014-12-10	qlpatch	Uncertain	0
viveca	580	580	025405d18dcd43484a7eb790f036285b	2303https://www.charter.com/	2014-12-11	qlpatch	Uncertain	2
viveca	580	580	8c0dab2cc357e4048bfba0339dc19330	2302https://www.charter.com/	2014-12-11	qlpatch	Uncertain	1
viveca	580	580	db8103d229b489d7e31d63ec0408860f	2301https://www.charter.com/	2014-12-11	qlpatch	Uncertain	0
viveca	588	588	2c8754b55afe9bd7add866a7020758aa	1198http://careers.tdameritrade.com/	2014-12-10	qlpatch	Uncertain	2
viveca	588	588	8ec52c48647ba57c1d73f11b23f50d20	1199http://careers.tdameritrade.com/	2014-12-10	qlpatch	Uncertain	3
viveca	588	588	9c446078194a59e1a3efbfda92e5f88a	1196http://careers.tdameritrade.com/	2014-12-10	qlpatch	Uncertain	0
viveca	588	588	a3de1321e8605f9c2e94463f72e814f7	1200http://careers.tdameritrade.com/	2014-12-10	qlpatch	Uncertain	4
viveca	588	588	cc86b689d7ede43ee306cae20e4f9f36	1197http://careers.tdameritrade.com/	2014-12-10	qlpatch	Uncertain	1
viveca	589	589	5141489094dc01d616e320191da49e3b	2314http://www.tacobell.com/	2014-12-10	qlpatch	Uncertain	2
viveca	589	589	568cc25de94fa5275680ccf46e99faee	2316http://www.tacobell.com/	2014-12-10	qlpatch	Uncertain	4
viveca	589	589	6f4eaebcabbfc4f5515017cd36b34834	2313http://www.tacobell.com/	2014-12-10	qlpatch	Uncertain	1
