a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.titlequality	a.titlelowquality	a.linkquality	a.linklowquality	a.commentsnotes	a.rank	m._domain_url	m._ql_title	m._strangexml	m._unkvalue	m._ql_url	m._control
sarahi	114	114	6e0c3a306e43ceafd6ecd18a640726fa	355http://www.wcyb.com/	2015-03-05	quicklinksbeta	1		1			0	http://www.wcyb.com/	Crime	../v4.12.newdoms.0.03.150.1b.xml	6	http://www.wcyb.com/news/crime	355
sarahi	114	114	82534d6bc413de637b724814f0743708	356http://www.wcyb.com/	2015-03-05	quicklinksbeta	1		1			1	http://www.wcyb.com/	Sports	../v4.12.newdoms.0.03.150.1b.xml	5	http://wcyb.com/sports	356
sarahi	114	114	92771cd403f59f9cd0a21bd4898c6553	357http://www.wcyb.com/	2015-03-05	quicklinksbeta	1		1			2	http://www.wcyb.com/	News	../v4.12.newdoms.0.03.150.1b.xml	2	http://wcyb.com/news	357
sarahi	114	114	9551a2d833b5a17df780ddd2ca2edc75	360http://www.wcyb.com/	2015-03-05	quicklinksbeta	1		1			5	http://www.wcyb.com/	Weather	../v4.12.newdoms.0.03.150.1b.xml	1	http://wcyb.com/weather	360
sarahi	114	114	e50e73640c123c44d757819f71cfef26	359http://www.wcyb.com/	2015-03-05	quicklinksbeta	1		1			4	http://www.wcyb.com/	Closings	../v4.12.newdoms.0.03.150.1b.xml	3	http://wcyb.com/weather/closings	359
sarahi	123	123	29de5b3b6264cdb017f2d8b8ee621afe	385http://www.walgreens.com/	2015-03-04	quicklinksbeta	1		1			0	http://www.walgreens.com/	Store Locator	../v4.12.newdoms.0.03.150.1b.xml	2	http://www.walgreens.com/storelocator/find.jsp	385
sarahi	123	123	4fc602c19e6d60027c37a4c0a064e257	390http://www.walgreens.com/	2015-03-04	quicklinksbeta	1		1			5	http://www.walgreens.com/	Pharmacy & Health	../v4.12.newdoms.0.03.150.1b.xml	1	http://www.walgreens.com/pharmacy	390
sarahi	123	123	57cb5de1f33111f6a4342ba230816b04	389http://www.walgreens.com/	2015-03-04	quicklinksbeta	1		1			4	http://www.walgreens.com/	Shop	../v4.12.newdoms.0.03.150.1b.xml	5	http://walgreens.com/store/catalog/shopLanding	389
sarahi	123	123	5d7a7bd1f317e4dd68e5bf2254d8d872	387http://www.walgreens.com/	2015-03-04	quicklinksbeta	1		1			2	http://www.walgreens.com/	Custom Photo Gifts	../v4.12.newdoms.0.03.150.1b.xml	3	http://photo.walgreens.com/walgreens/storepage/storePageId=All_Photo_Products	387
sarahi	123	123	73ae65cab44aaf0a2a617d36a8f16b80	386http://www.walgreens.com/	2015-03-04	quicklinksbeta	2		2			1	http://www.walgreens.com/	All Photo Products	../v4.12.newdoms.0.03.150.1b.xml	6	http://photo.walgreens.com/walgreens/welcome	386
sarahi	123	123	e1668c2db9db122acc05c6e2fb9d9e77	388http://www.walgreens.com/	2015-03-04	quicklinksbeta	1		1			3	http://www.walgreens.com/	Photo Center	../v4.12.newdoms.0.03.150.1b.xml	4	http://photo.walgreens.com/walgreens/home/uft=F	388
sarahi	131	131	0e9fbb5fa7ff4bc631b2b2aa1c232986	170http://www.pof.com/	2015-03-05	quicklinksbeta	1		1			1	http://www.pof.com/	Help Center	../v4.12.newdoms.0.03.150.1b.xml	6	http://www.pof.com/HelpCenter/helpcenter_faq.aspx	170
sarahi	131	131	1e742d9f57e72d45fb886c9d7aa8ed7e	169http://www.pof.com/	2015-03-05	quicklinksbeta	2		2			0	http://www.pof.com/	Register	../v4.12.newdoms.0.03.150.1b.xml	4	http://www.pof.com/register.aspx?id=1	169
sarahi	131	131	3d04626aeebd304e65a55f07ec64f862	171http://www.pof.com/	2015-03-05	quicklinksbeta	1		1			2	http://www.pof.com/	Sign In	../v4.12.newdoms.0.03.150.1b.xml	1	http://www.pof.com/inbox.aspx	171
sarahi	131	131	5541110ff692d05329350a4d4cb02e8e	174http://www.pof.com/	2015-03-05	quicklinksbeta	2		2			5	http://www.pof.com/	Fish	../v4.12.newdoms.0.03.150.1b.xml	3	http://pof.com/everyoneonline.aspx	174
sarahi	131	131	cbeb00df8d80ce0ea3ed4d1f9324452c	172http://www.pof.com/	2015-03-05	quicklinksbeta	1		1			3	http://www.pof.com/	Search	../v4.12.newdoms.0.03.150.1b.xml	2	http://pof.com/basicsearch.aspx	172
sarahi	131	131	f62174829233cb36ef16ba088fcf6985	173http://www.pof.com/	2015-03-05	quicklinksbeta	1		1			4	http://www.pof.com/	Meet Me	../v4.12.newdoms.0.03.150.1b.xml	5	http://pof.com/meetme.aspx	173
sarahi	141	141	16f2d09ef468a83861bbd365d3c0d649	47http://www.cbs.com/	2015-03-04	quicklinksbeta	1		1			4	http://www.cbs.com/	Shows	../v4.12.newdoms.0.03.150.1b.xml	5	http://cbs.com/shows	47
sarahi	141	141	2aa576f25f04ca5c032b0490907117a5	44http://www.cbs.com/	2015-03-04	quicklinksbeta	1		1			1	http://www.cbs.com/	NCIS	../v4.12.newdoms.0.03.150.1b.xml	6	http://www.cbs.com/shows/ncis/	44
sarahi	141	141	309c7f64253a76b8a75d25d62764b6bb	46http://www.cbs.com/	2015-03-04	quicklinksbeta	3	Poor truncation	3		Remove ... after Schedule ..	3	http://www.cbs.com/	TV Listings And Schedule ..	../v4.12.newdoms.0.03.150.1b.xml	3	http://cbs.com/schedule	46
sarahi	141	141	651541261669e61a3b131160b4e02057	48http://www.cbs.com/	2015-03-04	quicklinksbeta	4	Poor truncation	4		The quicklink doesn&#39;t have the full title i.e. &#39;The Young And The Restless&#39;	5	http://www.cbs.com/	The Young And The ..	../v4.12.newdoms.0.03.150.1b.xml	2	http://cbs.com/shows/the_young_and_the_restless	48
sarahi	141	141	94c5c486652d1ea09fd4b00979a4760b	45http://www.cbs.com/	2015-03-04	quicklinksbeta	3	Other	3		Prefer it to say &#39;Watch Full Episodes&#39;	2	http://www.cbs.com/	Watch	../v4.12.newdoms.0.03.150.1b.xml	1	http://www.cbs.com/watch/	45
sarahi	141	141	c85831fe14cce00f6cb365d468cee9b4	43http://www.cbs.com/	2015-03-04	quicklinksbeta	1		1			0	http://www.cbs.com/	Big Brother	../v4.12.newdoms.0.03.150.1b.xml	4	http://www.cbs.com/shows/big_brother/	43
sarahi	142	142	54d7259eeb52cf78d66f5fce545dd0db	635http://www.skype.com/	2015-03-05	quicklinksbeta	2		2			4	http://www.skype.com/	Download	../v4.12.newdoms.0.03.150.1b.xml	3	http://www.skype.com/download	635
sarahi	142	142	770c94da03090abde19c612238b30dea	634http://www.skype.com/	2015-03-05	quicklinksbeta	2		2			3	http://www.skype.com/	My Account	../v4.12.newdoms.0.03.150.1b.xml	5	http://www.skype.com/go/myaccount	634
sarahi	142	142	a0aee489a2fc1800ffe5605932d99671	633http://www.skype.com/	2015-03-05	quicklinksbeta	2		2			2	http://www.skype.com/	Help	../v4.12.newdoms.0.03.150.1b.xml	6	http://support.skype.com/	633
sarahi	142	142	be41da3b8c68e5e210e72706ab50eb9f	636http://www.skype.com/	2015-03-05	quicklinksbeta	4		4		Should say &#39;Download Skype For Windows	5	http://www.skype.com/	Download Windows	../v4.12.newdoms.0.03.150.1b.xml	2	http://www.skype.com/en/download-skype/skype-for-windows/	636
sarahi	142	142	d064e3cb4caebbe5eafef122e6ecbe95	631http://www.skype.com/	2015-03-05	quicklinksbeta	4	Repetitive	4		Use &#39;Sign in&#39; instead	0	http://www.skype.com/	sign in - Sign in to your Skype account	../v4.12.newdoms.0.03.150.1b.xml	1	https://login.skype.com/	631
sarahi	142	142	f64174442c1051af252ed45f353dee18	632http://www.skype.com/	2015-03-05	quicklinksbeta	3	Misspelled	3		Should be &#39;Download Skype&#39; not &#39;Downloads&#39;	1	http://www.skype.com/	Downloads	../v4.12.newdoms.0.03.150.1b.xml	4	http://www.skype.com/en/download-skype/	632
sarahi	146	146	50ca8b3c7d398a367d2a7ffbbede475c	931http://www.virginmobileusa.com/	2015-03-04	quicklinksbeta	1		1			0	http://www.virginmobileusa.com/	Top-Up	../v4.12.newdoms.0.03.150.1b.xml	1	https://www1.virginmobileusa.com/myaccount/topup.do	931
sarahi	146	146	531c0ea849b474e852a5d9dae4db74a3	933http://www.virginmobileusa.com/	2015-03-04	quicklinksbeta	3	Other	1		Plans is in all caps i.e. PLANS. It should be changed to Plans	2	http://www.virginmobileusa.com/	PLANS	../v4.12.newdoms.0.03.150.1b.xml	5	http://virginmobileusa.com/cell-phone-plans	933
sarahi	146	146	7f899e642b3e128fc289e11cc12cf27c	936http://www.virginmobileusa.com/	2015-03-04	quicklinksbeta	3	Other	3		this is all in caps SUPPORT. I would rather see it called Device Support too.	5	http://www.virginmobileusa.com/	SUPPORT	../v4.12.newdoms.0.03.150.1b.xml	6	http://virginmobileusa.com/help-support	936
sarahi	146	146	c2f03f8bef54fae78c99c54dd40025d8	934http://www.virginmobileusa.com/	2015-03-04	quicklinksbeta	3	Other	3		The quick link title is &#39;Prepare Email Us&#39; and not relevant to the landing page	3	http://www.virginmobileusa.com/	Prepare Email Us	../v4.12.newdoms.0.03.150.1b.xml	4	http://virginmobileusa.com/about/prepareEmailUs.do	934
sarahi	146	146	cb1b61c1478cd341a5542e386f8d7a18	932http://www.virginmobileusa.com/	2015-03-04	quicklinksbeta	1		1			1	http://www.virginmobileusa.com/	All Phones	../v4.12.newdoms.0.03.150.1b.xml	3	http://virginmobileusa.com/shop/cell-phones	932
sarahi	146	146	ecba0cd60f58cec90a56dc2bd9c2abbb	935http://www.virginmobileusa.com/	2015-03-04	quicklinksbeta	2		2			4	http://www.virginmobileusa.com/	Manage My Account	../v4.12.newdoms.0.03.150.1b.xml	2	http://virginmobileusa.com/myaccount/home.do	935
sarahi	161	161	1b9aded6b986a2f2e3f895b94fc5a75f	910http://www.nbc.com/	2015-03-04	quicklinksbeta	1		1			3	http://www.nbc.com/	All Shows	../v4.12.newdoms.0.03.150.1b.xml	1	http://nbc.com/shows	910
sarahi	161	161	4f0bef60af970fd016e7abe4c0764fee	909http://www.nbc.com/	2015-03-04	quicklinksbeta	2		2			2	http://www.nbc.com/	Full Episodes & Clips	../v4.12.newdoms.0.03.150.1b.xml	6	http://nbc.com/video	909
sarahi	161	161	a751eba9f58b88f3b70563d2c99d63f9	912http://www.nbc.com/	2015-03-04	quicklinksbeta	1		1			5	http://www.nbc.com/	Schedule	../v4.12.newdoms.0.03.150.1b.xml	3	http://nbc.com/schedule	912
sarahi	161	161	bfe5421f7f3d6b2de1c015eeff01d36f	907http://www.nbc.com/	2015-03-04	quicklinksbeta	1		1			0	http://www.nbc.com/	America's Got Talent	../v4.12.newdoms.0.03.150.1b.xml	5	http://www.nbc.com/americas-got-talent	907
sarahi	161	161	c734df96af62bc80adf3f44710711172	908http://www.nbc.com/	2015-03-04	quicklinksbeta	3		3		Better to call this &#39;Videos&#39;	1	http://www.nbc.com/	Watch TV Shows Online	../v4.12.newdoms.0.03.150.1b.xml	2	http://nbc.com/video/library/full-episodes	908
sarahi	161	161	f387784abc099160248424668568d962	911http://www.nbc.com/	2015-03-04	quicklinksbeta	1		1			4	http://www.nbc.com/	Days Of Our Lives	../v4.12.newdoms.0.03.150.1b.xml	4	http://nbc.com/days-of-our-lives	911
sarahi	164	164	26f0ccd32f7ca44c3e4c94fdcf909671	607http://www.weather.com/	2015-03-05	quicklinksbeta	4	Poor truncation	4		Also, it should be titled Current Weather Maps	0	http://www.weather.com/	Current Conditions For ..	../v4.12.newdoms.0.03.150.1b.xml	5	http://weather.com/maps/maptype/currentweatherusnational/index_large.html	607
sarahi	164	164	2fb19639f5dd75e679d0f1922cc8d711	610http://www.weather.com/	2015-03-05	quicklinksbeta	1		1			3	http://www.weather.com/	National Forecast	../v4.12.newdoms.0.03.150.1b.xml	4	http://weather.com/forecast/news/national-forecast-20141009	610
sarahi	164	164	4d890f848d46d25748aeecb8fe47fc7f	608http://www.weather.com/	2015-03-05	quicklinksbeta	1		1			1	http://www.weather.com/	Forecast	../v4.12.newdoms.0.03.150.1b.xml	2	http://weather.com/forecast	608
sarahi	164	164	6cbe034ca9bc8c9608d0a061bb4b18d2	609http://www.weather.com/	2015-03-05	quicklinksbeta	2		2			2	http://www.weather.com/	Classic Maps	../v4.12.newdoms.0.03.150.1b.xml	3	http://weather.com/maps/current	609
sarahi	164	164	8ea23bb0c37b04e55df4fa1991baf63c	612http://www.weather.com/	2015-03-05	quicklinksbeta	2		2			5	http://www.weather.com/	USA Radar	../v4.12.newdoms.0.03.150.1b.xml	6	http://weather.com/maps/radar	612
sarahi	164	164	aae34f5d7e0f1fec9d72cb1ce575d983	611http://www.weather.com/	2015-03-05	quicklinksbeta	5	Other	5		404	4	http://www.weather.com/	Doppler Radar	../v4.12.newdoms.0.03.150.1b.xml	1	http://www.weather.com/maps/maptype/dopplerradarusnational/usdopplerradar_large.html	611
sarahi	168	168	51203a9cb8392378351d4be53ea9f561	365http://www.pcrichard.com/	2015-03-05	quicklinksbeta	1		1			4	http://www.pcrichard.com/	Refrigerators	../v4.12.newdoms.0.03.150.1b.xml	3	http://pcrichard.com/Appliances-Housewares/Kitchen-Appliances/Refrigerators/201010.pcrc	365
sarahi	168	168	6586561d97116d12cbaf70828359f546	361http://www.pcrichard.com/	2015-03-05	quicklinksbeta	4	Repetitive,Poor truncation	1			0	http://www.pcrichard.com/	Laptop Computers Laptop ..	../v4.12.newdoms.0.03.150.1b.xml	4	http://pcrichard.com/Computers-Tablets/Computers-Notebooks/Laptop-Computers/703020.pcrc	361
sarahi	168	168	aa3a328da8cbb4d6843d4647adf58ac1	362http://www.pcrichard.com/	2015-03-05	quicklinksbeta	1		1			1	http://www.pcrichard.com/	Televisions	../v4.12.newdoms.0.03.150.1b.xml	1	http://pcrichard.com/TV-Video/Televisions/3010.pcrc	362
sarahi	168	168	b2207db31fe12573862a8b28055b1229	366http://www.pcrichard.com/	2015-03-05	quicklinksbeta	4	Other	4		Should just be Tablets	5	http://www.pcrichard.com/	Save Big On Tablets	../v4.12.newdoms.0.03.150.1b.xml	6	http://pcrichard.com/Computers-Tablets/iPads-Tablets/Tablets/701010.pcrc	366
sarahi	168	168	badb5b4a631717b5d5673b3b0cbe7a09	364http://www.pcrichard.com/	2015-03-05	quicklinksbeta	1		1			3	http://www.pcrichard.com/	TV & Video	../v4.12.newdoms.0.03.150.1b.xml	5	http://pcrichard.com/TV-Video/30.pcrc	364
sarahi	168	168	f4ec60e6cb37aafee6c2f3f626f1f03c	363http://www.pcrichard.com/	2015-03-05	quicklinksbeta	1		1			2	http://www.pcrichard.com/	Appliances & Housewares	../v4.12.newdoms.0.03.150.1b.xml	2	http://pcrichard.com/Appliances-Housewares/20.pcrc	363
sarahi	174	174	008787bc2987fcec5e05f03aeceaa1b8	453http://www.cabelas.com/	2015-03-05	quicklinksbeta	1		1			2	http://www.cabelas.com/	Clothing	../v4.12.newdoms.0.03.150.1b.xml	4	http://cabelas.com/category/Clothing/104797080.uts	453
sarahi	174	174	0bb9c799fda36286e22daaec859e0753	454http://www.cabelas.com/	2015-03-05	quicklinksbeta	1		1			3	http://www.cabelas.com/	Hunting	../v4.12.newdoms.0.03.150.1b.xml	2	http://www.cabelas.com/catalog/browse/_/N-1100002	454
sarahi	174	174	4196c25550ac491a2c2c773fa1de8050	451http://www.cabelas.com/	2015-03-05	quicklinksbeta	1		1			0	http://www.cabelas.com/	Find a Store	../v4.12.newdoms.0.03.150.1b.xml	6	http://www.cabelas.com/stores/stores_home.jsp	451
sarahi	174	174	66d5b2e9dec3706dcf06e5974ad86de0	456http://www.cabelas.com/	2015-03-05	quicklinksbeta	4	Irrelevant	4		Should be &#39;Hunting Gear & Supplies&#39;	5	http://www.cabelas.com/	Dry Weather	../v4.12.newdoms.0.03.150.1b.xml	5	http://cabelas.com/category/Hunting/104791680.uts	456
sarahi	174	174	87ed21d9a475d06a950eebc95e393bc1	455http://www.cabelas.com/	2015-03-05	quicklinksbeta	1		1			4	http://www.cabelas.com/	Shooting	../v4.12.newdoms.0.03.150.1b.xml	1	http://www.cabelas.com/catalog/browse/_/N-1100187	455
sarahi	174	174	db3e0ec096e6beea9e8d1de3d6c0f28a	452http://www.cabelas.com/	2015-03-05	quicklinksbeta	1		1			1	http://www.cabelas.com/	Ammunition	../v4.12.newdoms.0.03.150.1b.xml	3	http://www.cabelas.com/category/Ammunition/104691780.uts	452
sarahi	180	180	1dc2b5e4aff153e3f5d26c86a67bf3ac	58http://www.newsleader.com/	2015-03-05	quicklinksbeta	4	Irrelevant	5			3	http://www.newsleader.com/	Cmsdev	../v4.12.newdoms.0.03.150.1b.xml	6	http://cmsdev.gdn.newsleader.com/	58
sarahi	180	180	4aaf358f69597a9373a7cc0d44ddd898	59http://www.newsleader.com/	2015-03-05	quicklinksbeta	5		4	404		4	http://www.newsleader.com/	Staunton	../v4.12.newdoms.0.03.150.1b.xml	5	http://topics.newsleader.com/Staunton/	59
sarahi	180	180	9468bb4f402bd639d1deb4fd4bdfea43	60http://www.newsleader.com/	2015-03-05	quicklinksbeta	5		5	404		5	http://www.newsleader.com/	Garage Sales	../v4.12.newdoms.0.03.150.1b.xml	4	http://classifieds.newsleader.com/osform/MVCCService?osform_template=/standard/Front.oft&amp;publication=staunton&amp;displayCount=10&amp;category=AnnouncementsGarageSales	60
sarahi	180	180	ae3ff7d6a6a7e87a0a061aeb681904a3	57http://www.newsleader.com/	2015-03-05	quicklinksbeta	4	Poor truncation	4			2	http://www.newsleader.com/	Staunton And Virginia ..	../v4.12.newdoms.0.03.150.1b.xml	2	http://newsleader.com/section/SPORTS	57
sarahi	180	180	ee2daa9f7a5818a4964ccbe396f8d354	56http://www.newsleader.com/	2015-03-05	quicklinksbeta	1		1			1	http://www.newsleader.com/	Obituaries	../v4.12.newdoms.0.03.150.1b.xml	1	http://newsleader.com/section/OBITUARIES	56
sarahi	180	180	f0ea978053c296d101548d6c1b56bf9b	55http://www.newsleader.com/	2015-03-05	quicklinksbeta	1		1			0	http://www.newsleader.com/	Classifieds	../v4.12.newdoms.0.03.150.1b.xml	3	http://archive.newsleader.com/section/CLASSIFIEDS	55
sarahi	181	181	369b5b5f5e90567d84d20ce6e9d97c5e	194http://www.express-scripts.com/	2015-03-05	quicklinksbeta	4	Other	4		Not a good quicklink title at all	1	http://www.express-scripts.com/	Corporate Homepage	../v4.12.newdoms.0.03.150.1b.xml	6	http://www.express-scripts.com/corporate/	194
sarahi	181	181	4124d03d164c71b625bac9c80e817aa1	198http://www.express-scripts.com/	2015-03-05	quicklinksbeta	1		1			5	http://www.express-scripts.com/	Contact Us	../v4.12.newdoms.0.03.150.1b.xml	2	http://express-scripts.com/members/contact	198
sarahi	181	181	c481c56f2005a4dec7b9450944d8031f	196http://www.express-scripts.com/	2015-03-05	quicklinksbeta	1		1			3	http://www.express-scripts.com/	TRICARE Pharmacy Program	../v4.12.newdoms.0.03.150.1b.xml	5	http://express-scripts.com/TRICARE	196
sarahi	181	181	d1162d981842eefb73f4caaad59c5f82	195http://www.express-scripts.com/	2015-03-05	quicklinksbeta	4		4		Not a good quicklink title at all	2	http://www.express-scripts.com/	Home	../v4.12.newdoms.0.03.150.1b.xml	1	http://member.express-scripts.com	195
sarahi	181	181	dbc1f4ba7665b0a5eca2d44500d9c8b8	197http://www.express-scripts.com/	2015-03-05	quicklinksbeta	2		2			4	http://www.express-scripts.com/	Ordering Prescriptions	../v4.12.newdoms.0.03.150.1b.xml	3	http://express-scripts.com/members/tour/03.shtml	197
sarahi	181	181	e7674d77f22cadc147618e8f9320c95a	193http://www.express-scripts.com/	2015-03-05	quicklinksbeta	1		1			0	http://www.express-scripts.com/	Careers	../v4.12.newdoms.0.03.150.1b.xml	4	http://careers.express-scripts.com/	193
sarahi	188	188	2092da03b09f53f7c14641ba4e69282e	92http://www.kohls.com/	2015-03-04	quicklinksbeta	3		3		The page is called &#39;Kitchen & Dining&#39; which i feel is more specific	1	http://www.kohls.com/	For The Home	../v4.12.newdoms.0.03.150.1b.xml	3	http://www.kohls.com/sale-event/for-the-home.jsp	92
sarahi	188	188	559803097d667cba2f3c7ec0c4de9bec	94http://www.kohls.com/	2015-03-04	quicklinksbeta	1		1			3	http://www.kohls.com/	Customer Service	../v4.12.newdoms.0.03.150.1b.xml	5	http://cs.kohls.com	94
sarahi	188	188	8f13373338f92416a8923a43ba17f84b	91http://www.kohls.com/	2015-03-04	quicklinksbeta	3		3		Prefer it to say &#39;Women&#39;s Clothing&#39;	0	http://www.kohls.com/	Women	../v4.12.newdoms.0.03.150.1b.xml	1	http://www.kohls.com/sale-event/womens-clothing.jsp	91
sarahi	188	188	b468cd3c79542598c4f951ebdc935718	93http://www.kohls.com/	2015-03-04	quicklinksbeta	1		1			2	http://www.kohls.com/	My Kohl's Charge	../v4.12.newdoms.0.03.150.1b.xml	2	http://credit.kohls.com/eCustService	93
sarahi	188	188	c57a668e7b9ffe79d544f6076803d074	95http://www.kohls.com/	2015-03-04	quicklinksbeta	1		1			4	http://www.kohls.com/	Kids	../v4.12.newdoms.0.03.150.1b.xml	4	http://kohls.com/sale-event/kids-clothing.jsp	95
sarahi	188	188	c624f62ada8dde4db25ffcc6c72f40d1	96http://www.kohls.com/	2015-03-04	quicklinksbeta	1		1			5	http://www.kohls.com/	Top 25 Engagement Rings	../v4.12.newdoms.0.03.150.1b.xml	6	http://www.kohls.com/catalog/top-engagement-rings-jewelry.jsp?CN=4294715900+4294719765	96
samanthashook	1	1	13c11a247d71138a8d4bab65710662ab	292http://www.websudoku.com/	2015-03-05	quicklinksbeta	2		2			3	http://www.websudoku.com/	Hard	../v4.12.newdoms.0.03.150.1b.xml	3	http://websudoku.com/?level=3	292
samanthashook	1	1	4bd4f608609e772bd4c4fb1dae2741b5	294http://www.websudoku.com/	2015-03-05	quicklinksbeta	2		2			5	http://www.websudoku.com/	Evil	../v4.12.newdoms.0.03.150.1b.xml	2	http://websudoku.com/?level=4	294
samanthashook	1	1	6c9e0fbea9a497bf1a276c76563359cc	293http://www.websudoku.com/	2015-03-05	quicklinksbeta	2		3		easy is default	4	http://www.websudoku.com/	Easy	../v4.12.newdoms.0.03.150.1b.xml	4	http://websudoku.com/?level=1	293
samanthashook	1	1	6fc4438be6e12a3867a7b82047809113	289http://www.websudoku.com/	2015-03-05	quicklinksbeta	3	Poor truncation	3	Other		0	http://www.websudoku.com/	Variations Of	../v4.12.newdoms.0.03.150.1b.xml	6	http://websudoku.com/variation	289
samanthashook	1	1	960e13ca5d282bfdb48d611250e0b652	290http://www.websudoku.com/	2015-03-05	quicklinksbeta	2		2			1	http://www.websudoku.com/	Select a Puzzle	../v4.12.newdoms.0.03.150.1b.xml	5	http://show.websudoku.com/?select=1&amp;level=1	290
samanthashook	1	1	b14539c3cffc4bf331300b2979f00611	291http://www.websudoku.com/	2015-03-05	quicklinksbeta	2		2			2	http://www.websudoku.com/	Medium	../v4.12.newdoms.0.03.150.1b.xml	1	http://websudoku.com/?level=2	291
samanthashook	4	4	0ce5bdc11884df0eb182e0e02dd00442	441http://www.pandora.com/	2015-03-05	quicklinksbeta	2		2			2	http://www.pandora.com/	Today's Hits	../v4.12.newdoms.0.03.150.1b.xml	3	http://pandora.com/music/pop/todays-hits	441
samanthashook	4	4	7e73a4986082a5d8f25eea596e91701c	440http://www.pandora.com/	2015-03-05	quicklinksbeta	4	Too long	3	Other		1	http://www.pandora.com/	Radio - Listen to Free Internet Radio, Find New Music	../v4.12.newdoms.0.03.150.1b.xml	6	http://www.pandora.com/login.vm	440
samanthashook	4	4	80d9a9f1ec41c8ada582eea909d9ce99	439http://www.pandora.com/	2015-03-05	quicklinksbeta	4	Too long	3	Other		0	http://www.pandora.com/	Internet Radio - Listen to Free Music You'll Love	../v4.12.newdoms.0.03.150.1b.xml	1	http://www.pandora.com/account/sign-in	439
samanthashook	4	4	84cd0a1521d2b032f170e87ec6a09a03	444http://www.pandora.com/	2015-03-05	quicklinksbeta	2		3	Other		5	http://www.pandora.com/	Register	../v4.12.newdoms.0.03.150.1b.xml	2	http://pandora.com/account/register	444
samanthashook	4	4	b8623923c9eaa13fb94b4db7bf6bef08	442http://www.pandora.com/	2015-03-05	quicklinksbeta	2		2			3	http://www.pandora.com/	Classical	../v4.12.newdoms.0.03.150.1b.xml	5	http://pandora.com/music/classical/classical	442
samanthashook	4	4	cc85a7f792a049eebf812aa3cb9ac388	443http://www.pandora.com/	2015-03-05	quicklinksbeta	2		2			4	http://www.pandora.com/	Today's Country Music	../v4.12.newdoms.0.03.150.1b.xml	4	http://pandora.com/music/country/todays-country	443
samanthashook	24	24	4a5823aa5e7b21173da24a274a63d72b	99http://www.jcpenney.com/	2015-03-05	quicklinksbeta	2		2			2	http://www.jcpenney.com/	Kids	../v4.12.newdoms.0.03.150.1b.xml	2	http://www.jcpenney.com/dotcom/kids/dept.jump?id=dept20000016&amp;cmJCP_T=G1&amp;cmJCP_C=D6B	99
samanthashook	24	24	527f00031be80919140cbd05a93b0814	98http://www.jcpenney.com/	2015-03-05	quicklinksbeta	3	Too long	2			1	http://www.jcpenney.com/	For The Home	../v4.12.newdoms.0.03.150.1b.xml	3	http://www.jcpenney.com/for-the-home/dept.jump?id=dept20000011	98
samanthashook	24	24	658262b79e1a21f9f14ae5fa9bb275d5	100http://www.jcpenney.com/	2015-03-05	quicklinksbeta	2		2			3	http://www.jcpenney.com/	Women	../v4.12.newdoms.0.03.150.1b.xml	1	http://jcpenney.com/women/dept.jump?id=dept20000013	100
samanthashook	24	24	a58014020bfff7e4f94c40e67416d5a3	101http://www.jcpenney.com/	2015-03-05	quicklinksbeta	2		2			4	http://www.jcpenney.com/	Shoes	../v4.12.newdoms.0.03.150.1b.xml	4	http://www.jcpenney.com/shoes/dept.jump?id=dept20000018	101
samanthashook	24	24	cdc523ef2e22fc8199589632cbbbbb36	97http://www.jcpenney.com/	2015-03-05	quicklinksbeta	2		2			0	http://www.jcpenney.com/	Bed & Bath	../v4.12.newdoms.0.03.150.1b.xml	5	http://www.jcpenney.com/bed-bath/dept.jump?id=dept20000012	97
samanthashook	24	24	ef3e4ce8779e66bd40ef54869096c4a8	102http://www.jcpenney.com/	2015-03-05	quicklinksbeta	2		2			5	http://www.jcpenney.com/	Men	../v4.12.newdoms.0.03.150.1b.xml	6	http://jcpenney.com/men/dept.jump?id=dept20000014	102
samanthashook	29	29	0ad835d0bb93cde6766de4105d9e3ea2	63http://www.lowes.com/	2015-03-05	quicklinksbeta	2		2			2	http://www.lowes.com/	Tools	../v4.12.newdoms.0.03.150.1b.xml	5	http://lowes.com/Tools/_/N-1z13e72/pl	63
samanthashook	29	29	441175946d6d2a690d432c1e0d78a296	66http://www.lowes.com/	2015-03-05	quicklinksbeta	2		2			5	http://www.lowes.com/	Bathroom	../v4.12.newdoms.0.03.150.1b.xml	6	http://lowes.com/Bathroom/_/N-1z0z4ih/pl	66
samanthashook	29	29	64e9c34e5be50e515cccb6d89b88aeac	64http://www.lowes.com/	2015-03-05	quicklinksbeta	2		2			3	http://www.lowes.com/	Store Locator	../v4.12.newdoms.0.03.150.1b.xml	2	http://www.lowes.com/StoreLocatorDisplayView	64
samanthashook	29	29	8f80b4d2fe3a3456da7469b888c7b887	62http://www.lowes.com/	2015-03-05	quicklinksbeta	2		2			1	http://www.lowes.com/	Outdoors	../v4.12.newdoms.0.03.150.1b.xml	4	http://www.lowes.com/Outdoors/_/N-1z0wgie/pl	62
samanthashook	29	29	ba0fb3533af648e1c269c9b9e7fe55c4	61http://www.lowes.com/	2015-03-05	quicklinksbeta	2		2	Topic too specific		0	http://www.lowes.com/	Building Supplies	../v4.12.newdoms.0.03.150.1b.xml	3	http://www.lowes.com/Building-Supplies/_/N-1z13cih/pl	61
