a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
raija	1132	1132	d282ef263719ab842e05382dc235f69e	1303	2015-09-25	QueryPair2K0917	Excellent		0	vacation packages to cozumel mexico	1303	cozumel package	vacation packages to cozumel mexico
raija	1142	1142	4ba29b9f9e5732ed33761840f4ba6c53	2002	2015-09-21	QueryPair2K0917	Good		0	hotels south padre island	2002	padre island beachfront hotels	hotels south padre island
raija	115	115	8303a79b1e19a194f1875981be5bdb6f	1691	2015-09-21	QueryPair2K0917	Good		0	hotels laguna hills	1691	hotels near laguna hills	hotels laguna hills
raija	1155	1155	fd5c905bcd8c3348ad1b35d7231ee2b1	1305	2015-09-23	QueryPair2K0917	Fair		0	cheap hotels by doral florida	1305	doral florida hotels	cheap hotels by doral florida
raija	1158	1158	beb22fb694d513edcf5533cf006dfeae	797	2015-09-23	QueryPair2K0917	Fair		0	hotels in downtown dallas	797	cheap hotels in dallas	hotels in downtown dallas
raija	1163	1163	85f007f8c50dd25f5a45fca73cad64bd	1837	2015-09-21	QueryPair2K0917	Good	motels are usually cheap.	0	cheap motels panama city	1837	panama city motels	cheap motels panama city
raija	1174	1174	285f89b802bcb2651801455c86d78f2a	1155	2015-09-21	QueryPair2K0917	Excellent		0	hotels in salem or	1155	hotels salem or	hotels in salem or
raija	1178	1178	a34bacf839b923770b2c360eefa26748	1035	2015-09-25	QueryPair2K0917	Good		0	5 star hotels in bronx	1035	hotels bronx	5 star hotels in bronx
raija	1184	1184	3fb451ca2e89b3a13095b059d8705b15	1522	2015-09-25	QueryPair2K0917	Good		0	best hotels in krabi thailand	1522	krabi thailand hotel	best hotels in krabi thailand
raija	1185	1185	d305281faf947ca7acade9ad5c8c818c	1870	2015-09-21	QueryPair2K0917	Good		1	hotel south beach	1870	cheap hotels in south beach	hotel south beach
raija	1185	1185	e995f98d56967d946471af29d7bf99f1	734	2015-09-21	QueryPair2K0917	Excellent		0	hotel south beach	734	hotels by south beach	hotel south beach
raija	1195	1195	8bb88f80d334b1869781beb89f7b73be	1706	2015-09-23	QueryPair2K0917	Excellent		0	flights monterey california	1706	monterey california flight	flights monterey california
raija	1198	1198	a733fa9b25f33689e2adbe72199f0e62	623	2015-09-21	QueryPair2K0917	Fair		0	the best hotels in spezia italy	623	hotel spezia italy	the best hotels in spezia italy
raija	12	12	0efbe98067c6c73dba1250d2beaa81f9	1715	2015-09-21	QueryPair2K0917	Excellent		0	hotels seal beach	1715	hotel seal beach	hotels seal beach
raija	1201	1201	4d8556695c262ab91ff51a943fdd6058	1969	2015-09-21	QueryPair2K0917	Excellent		0	hotels garden city beach sc	1969	hotels in garden city beach sc	hotels garden city beach sc
raija	1204	1204	7b13b2203029ed80337f27127a9f1d28	993	2015-09-23	QueryPair2K0917	Good		0	hotels carmel	993	best hotels carmel	hotels carmel
raija	1206	1206	c24cd76e1ce41366a4bbe8a49b02a028	253	2015-09-23	QueryPair2K0917	Fair		0	best hotels los angeles	253	hotels la	best hotels los angeles
raija	1209	1209	a941493eeea57ede8214fd77d41806bc	1711	2015-09-21	QueryPair2K0917	Good		0	hotels singapore	1711	budget hotels in singapore	hotels singapore
raija	1227	1227	ea5a486c712a91e48443cd802642223d	2006	2015-09-23	QueryPair2K0917	Fair		0	hotels on beach highland nc	2006	highland nc hotels	hotels on beach highland nc
raija	1232	1232	148510031349642de5ca0c544f31b2ef	1670	2015-09-23	QueryPair2K0917	Fair		0	cheap airfares to chicago il	1670	airfares to chicago il	cheap airfares to chicago il
raija	1236	1236	3fe94a002317b5f9259f82690aeea4cd	316	2015-09-21	QueryPair2K0917	Excellent		0	hotels at st pete beach fl	316	hotel st pete beach fl	hotels at st pete beach fl
raija	1248	1248	83f2550373f2f19492aa30fbd5b57512	1514	2015-09-23	QueryPair2K0917	Fair		0	best hotels galveston beach	1514	hotels galveston beach	best hotels galveston beach
raija	1250	1250	c6e19e830859f2cb9f7c8f8cacb8d2a6	581	2015-09-23	QueryPair2K0917	Fair		0	boutique hotels in south beach miami fl	581	hotels south beach miami fl	boutique hotels in south beach miami fl
raija	1253	1253	215a71a12769b056c3c32e7299f1c5ed	1397	2015-09-21	QueryPair2K0917	Good		0	hotels fl	1397	hotels near disney world fl	hotels fl
raija	127	127	818f4654ed39a1c147d1e51a00ffb4cb	1082	2015-09-23	QueryPair2K0917	Fair		0	hotels downtown st petersburg fl	1082	st petersburg florida hotels beachfront	hotels downtown st petersburg fl
raija	1277	1277	372d3f309fef061977fb2f7ba36d74d2	1465	2015-09-21	QueryPair2K0917	Fair		0	cheap hotels in carlsbad california	1465	carlsbad california hotels	cheap hotels in carlsbad california
raija	1281	1281	5737c6ec2e0716f3d8a7a5c4e0de0d9a	322	2015-09-23	QueryPair2K0917	Fair		0	cheap hotels in carlsbad caverns	322	hotels in carlsbad caverns	cheap hotels in carlsbad caverns
raija	1285	1285	dc5d637ed5e62c36ecb73b654b05ba2a	1878	2015-09-21	QueryPair2K0917	Fair		0	hotels by sfo san francisco ca	1878	hotels san francisco ca	hotels by sfo san francisco ca
raija	1289	1289	fb2fcd534b0ff3bbed73cc51df620323	1204	2015-09-21	QueryPair2K0917	Good		0	hotels in las vegas	1204	top hotels in las vegas	hotels in las vegas
raija	129	129	e4873aa9a05cc5ed839561d121516766	1646	2015-09-23	QueryPair2K0917	Fair		0	hotels in the grand canyon village	1646	hotels grand canyon arizona	hotels in the grand canyon village
raija	1294	1294	621bf66ddb7c962aa0d22ac97d69b793	248	2015-09-23	QueryPair2K0917	Fair		0	hotel deals colorado denver	248	colorado denver hotel	hotel deals colorado denver
raija	1305	1305	155fa09596c7e18e50b58eb7e0c6ccb4	1814	2015-09-23	QueryPair2K0917	Fair		1	hotels downtown st louis	1814	st louis cheap hotels	hotels downtown st louis
raija	1305	1305	38913e1d6a7b94cb0f55994f679f5956	517	2015-09-23	QueryPair2K0917	Excellent		0	hotels downtown st louis	517	hotels in downtown st louis	hotels downtown st louis
raija	1307	1307	3a029f04d76d32e79367c4b3255dda4d	1222	2015-09-21	QueryPair2K0917	Fair		0	best hotel in rome colosseum	1222	rome colosseum hotel	best hotel in rome colosseum
raija	1311	1311	70ece1e1e0931919438fcfc6bd5f199c	1737	2015-09-21	QueryPair2K0917	Fair		0	seattle tacoma airport car rental	1737	cheap car rentals in seattle	seattle tacoma airport car rental
raija	1321	1321	cdc0d6e63aa8e41c89689f54970bb35f	619	2015-09-21	QueryPair2K0917	Excellent		0	hotel at carlsbad	619	carlsbad hotel	hotel at carlsbad
raija	1327	1327	27ed0fb950b856b06e1273989422e7d3	1039	2015-09-21	QueryPair2K0917	Excellent		0	hotels in lakewood washington	1039	lakewood washington hotels	hotels in lakewood washington
raija	1336	1336	f09696910bdd874a99cd74c8f05b5c44	1313	2015-09-21	QueryPair2K0917	Fair		0	hotels in by airport albuquerque	1313	hotel albuquerque	hotels in by airport albuquerque
raija	1342	1342	884d79963bd8bc0ae9b13a1aa71add73	1160	2015-09-21	QueryPair2K0917	Excellent		0	hotels van horn texas	1160	van horn texas hotels	hotels van horn texas
raija	1345	1345	95d309f0b035d97f69902e7972c2b2e6	1578	2015-09-21	QueryPair2K0917	Fair		0	cheap hotel austin texas	1578	austin texas hotel	cheap hotel austin texas
raija	1347	1347	b139e104214a08ae3f2ebcce149cdf6e	1924	2015-09-23	QueryPair2K0917	Good		0	hotels siesta key fl	1924	beach hotels siesta key	hotels siesta key fl
raija	1348	1348	2b38c2df6a49b97f706ec9148ce48d86	1150	2015-09-23	QueryPair2K0917	Excellent		0	car rental monterey	1150	car rental in monterey	car rental monterey
raija	1352	1352	e836d813fd184325132fca8edcdfb40e	466	2015-09-21	QueryPair2K0917	Excellent		0	hotels in hallandale florida	466	hallandale florida hotels	hotels in hallandale florida
raija	1353	1353	d9d4f495e875a2e075a1a4a6e1b9770f	46	2015-09-21	QueryPair2K0917	Good		0	hotels in centre rome italy	46	cheap hotels in rome italy	hotels in centre rome italy
raija	136	136	f2217062e9a397a1dca429e7d70bc6ca	149	2015-09-23	QueryPair2K0917	Good		0	flights los angeles atlanta	149	los angeles to atlanta flights	flights los angeles atlanta
raija	1361	1361	96ea64f3a1aa2fd00c72faacf0cb8ac9	792	2015-09-21	QueryPair2K0917	Excellent		0	hotels vancouver bc canada	792	hotel vancouver bc canada	hotels vancouver bc canada
raija	1362	1362	1b0114c51cc532ed34e1954b5b9e4b58	1071	2015-09-21	QueryPair2K0917	Fair		0	cruises caribbean	1071	cruises	cruises caribbean
raija	1362	1362	3473decccb0509fb264818a7512a8b9b	1174	2015-09-21	QueryPair2K0917	Good		1	cruises caribbean	1174	cheap cruises to caribbean	cruises caribbean
raija	1362	1362	fb60d411a5c5b72b2e7d3527cfc84fd0	1276	2015-09-21	QueryPair2K0917	Excellent		2	cruises caribbean	1276	cruises for caribbean	cruises caribbean
raija	1364	1364	550a141f12de6341fba65b0ad0433500	444	2015-09-23	QueryPair2K0917	Good		0	motels blowing rock north carolina	444	cheap motels in blowing rock north carolina	motels blowing rock north carolina
raija	1381	1381	23ce1851341ec1fa9e0c259de10bf87c	916	2015-09-21	QueryPair2K0917	Good		0	motels in new york	916	poughkeepsie new york motels	motels in new york
raija	1383	1383	a7d8ae4569120b5bec12e7b6e9648b86	1176	2015-09-21	QueryPair2K0917	Good		0	hotel in memphis	1176	embassy suites memphis hotel	hotel in memphis
raija	1384	1384	077e29b11be80ab57e1a2ecabb7da330	249	2015-09-23	QueryPair2K0917	Excellent		0	flights sfo	249	flights to sfo	flights sfo
raija	1385	1385	471c75ee6643a10934502bdafee198fb	1524	2015-09-21	QueryPair2K0917	Excellent		0	cheap hotels in montreal canada	1524	cheap montreal canada hotels	cheap hotels in montreal canada
raija	1392	1392	3c947bc2f7ff007b86a9428b74654de5	1856	2015-09-21	QueryPair2K0917	Good		0	flights to dallas	1856	cheap flights to dallas	flights to dallas
raija	1402	1402	5878a7ab84fb43402106c575658472fa	167	2015-09-23	QueryPair2K0917	Fair		0	boutique hotels in new york	167	hotels in manhattan new york	boutique hotels in new york
raija	1405	1405	c26820b8a4c1b3c2aa868d6d57e14a79	1357	2015-09-21	QueryPair2K0917	Good		0	hotels lake elsinore	1357	hotels by lake elsinore	hotels lake elsinore
raija	1410	1410	eae27d77ca20db309e056e3d2dcd7d69	205	2015-09-21	QueryPair2K0917	Good		0	hotels savannah ga	205	discount hotels savannah ga	hotels savannah ga
raija	1419	1419	6f3ef77ac0e3619e98159e9b6febf557	210	2015-09-21	QueryPair2K0917	Good		0	hotels in winchester virginia	210	cheap hotels in winchester virginia	hotels in winchester virginia
raija	1420	1420	3546ab441e56fa333f8b44b610d95691	1325	2015-09-23	QueryPair2K0917	Good		0	hotels arlington va	1325	cheap hotels in arlington va	hotels arlington va
raija	1421	1421	4ca82782c5372a547c104929f03fe7a9	1056	2015-09-21	QueryPair2K0917	Good		0	car rental cleveland oh	1056	cleveland cheap car rental	car rental cleveland oh
raija	1428	1428	d8700cbd38cc9f30cecb34f0c195b137	1057	2015-09-21	QueryPair2K0917	Excellent	ambiguous query	0	hotels in naples	1057	hotel naples	hotels in naples
raija	1431	1431	3328bdf9a4b9504b9398284244fe97c2	685	2015-09-21	QueryPair2K0917	Excellent		0	hotels st ignace	685	hotels in st ignace	hotels st ignace
raija	1437	1437	7d12b66d3df6af8d429c1a357d8b9e1a	1661	2015-09-21	QueryPair2K0917	Fair		0	airport hotels vancouver	1661	vancouver hotel	airport hotels vancouver
raija	144	144	ec8ce6abb3e952a85b8551ba726a1227	220	2015-09-23	QueryPair2K0917	Fair		0	hotel queen mary long beach long beach ca	220	hotels in long beach ca	hotel queen mary long beach long beach ca
raija	1452	1452	a5e00132373a7031000fd987a3c9f87b	146	2015-09-21	QueryPair2K0917	Excellent		0	hotels barbados	146	list of hotels in barbados	hotels barbados
raija	1454	1454	5d79099fcdf499f12b79770834c0164a	1685	2015-09-21	QueryPair2K0917	Good		0	hotels santa clara ca	1685	hotels around santa clara ca	hotels santa clara ca
raija	1456	1456	5705e1164a8394aace6018e27d20d237	897	2015-09-21	QueryPair2K0917	Good		0	nonstop flights to anchorage	897	anchorage flights	nonstop flights to anchorage
raija	1476	1476	96da2f590cd7246bbde0051047b0d6f7	177	2015-09-21	QueryPair2K0917	Good		0	hotels cloverdale california	177	hotels close by cloverdale california	hotels cloverdale california
raija	1478	1478	cf9a242b70f45317ffd281241fa66502	1361	2015-09-23	QueryPair2K0917	Good		0	flights orange county	1361	cheap flights from orange county	flights orange county
raija	1482	1482	cf004fdc76fa1a4f25f62e0eb5261ca3	368	2015-09-21	QueryPair2K0917	Fair		0	cheap hotels in monterey california	368	monterey california hotels	cheap hotels in monterey california
raija	1487	1487	0d7de1aca9299fe63f3e0041f02638a3	674	2015-09-21	QueryPair2K0917	Excellent		0	hotels near times square in new york times square nyc	674	hotels near times square nyc	hotels near times square in new york times square nyc
raija	150	150	72da7fd6d1302c0a159f6436d01e9eb0	782	2015-09-21	QueryPair2K0917	Excellent		0	hotel.in eze france	782	hotel in eze france	hotel.in eze france
raija	1505	1505	26588e932c7ccfa1df309280702fe1b5	1258	2015-09-23	QueryPair2K0917	Excellent		0	hotels in fort leonard wood	1258	fort leonard wood missouri hotels	hotels in fort leonard wood
raija	1515	1515	35464c848f410e55a13bb9d78e7fddd0	1548	2015-09-21	QueryPair2K0917	Excellent		0	hotel seal beach california	1548	hotels in seal beach california	hotel seal beach california
raija	1526	1526	d395771085aab05244a4fb8fd91bf4ee	279	2015-09-23	QueryPair2K0917	Fair		0	cheap hotels berkeley ca	279	hotels berkeley ca	cheap hotels berkeley ca
raija	1530	1530	365d17770080c807a0e47ae9118d8641	1784	2015-09-23	QueryPair2K0917	Good		1	hotels newport rhode island	1784	hotels near newport rhode island	hotels newport rhode island
raija	1530	1530	d645920e395fedad7bbbed0eca3fe2e0	40	2015-09-23	QueryPair2K0917	Good		0	hotels newport rhode island	40	newport rhode island hotels beach	hotels newport rhode island
raija	1541	1541	8c19f571e251e61cb8dd3612f26d5ecf	263	2015-09-21	QueryPair2K0917	Good		0	hotels near denver colorado	263	hotels denver colorado	hotels near denver colorado
raija	1543	1543	1e48c4420b7073bc11916c6c1de226bb	1010	2015-09-23	QueryPair2K0917	Fair		0	hotels downtown in indianapolis indiana	1010	indianapolis indiana hotel	hotels downtown in indianapolis indiana
raija	1551	1551	7b5b23f4aadf9513306bcd59afb6e4c9	1409	2015-09-23	QueryPair2K0917	Excellent		0	hotels on south bend indiana	1409	south bend indiana hotel	hotels on south bend indiana
raija	1559	1559	58e4d44e550d0f7ee0a23d6b02d9b0db	948	2015-09-23	QueryPair2K0917	Good	Caribbean Resort And Villas, Myrtle Beach	0	oceanfront hotels myrtle beach	948	caribbean hotels myrtle beach	oceanfront hotels myrtle beach
raija	1571	1571	81c650caac28cdefce4de5ddc18befa0	1642	2015-09-21	QueryPair2K0917	Good		0	hotel london	1642	hotel cheap london	hotel london
raija	1577	1577	b20bb95ab626d93fd976af958fbc61ba	1191	2015-09-23	QueryPair2K0917	Fair	several cruise ports in Bahamas.	0	cruise to nassau bahamas	1191	cheap cruise to bahamas	cruise to nassau bahamas
raija	1578	1578	8613985ec49eb8f757ae6439e879bb2a	90	2015-09-21	QueryPair2K0917	Good		0	hotel vacaville	90	hotels near vacaville	hotel vacaville
raija	1591	1591	c4ca4238a0b923820dcc509a6f75849b	1	2015-09-21	QueryPair2K0917	Good		0	hotels willoughby ohio	1	hotels near willoughby ohio	hotels willoughby ohio
raija	1592	1592	64223ccf70bbb65a3a4aceac37e21016	944	2015-09-23	QueryPair2K0917	Fair		0	hotels strip deals vegas strip	944	hotels vegas strip	hotels strip deals vegas strip
raija	1598	1598	fc221309746013ac554571fbd180e1c8	181	2015-09-23	QueryPair2K0917	Fair	ambiguous, several places for saint martin or hotels named as saint martin.	0	hotels in saint martin	181	saint martin hotel	hotels in saint martin
raija	16	16	1d72310edc006dadf2190caad5802983	1221	2015-09-21	QueryPair2K0917	Excellent		0	hotel rome	1221	rome hotels	hotel rome
raija	1605	1605	e7b24b112a44fdd9ee93bdf998c6ca0e	360	2015-09-23	QueryPair2K0917	Fair		0	discount hotels beverly hills california	360	hotels beverly hills california	discount hotels beverly hills california
raija	1620	1620	afda332245e2af431fb7b672a68b659d	822	2015-09-21	QueryPair2K0917	Excellent		0	hotels santa clara	822	santa clara hotel	hotels santa clara
raija	1623	1623	ee8374ec4e4ad797d42350c904d73077	1353	2015-09-23	QueryPair2K0917	Fair		0	omni hotel in corpus christi tx	1353	corpus christi tx hotel	omni hotel in corpus christi tx
raija	1624	1624	363763e5c3dc3a68b399058c34aecf2c	1386	2015-09-23	QueryPair2K0917	Fair		0	tripadvisor hotels san diego	1386	mission beach san diego hotels	tripadvisor hotels san diego
raija	1642	1642	5f2c22cb4a5380af7ca75622a6426917	720	2015-09-21	QueryPair2K0917	Excellent		0	hotels in shinjuku japan	720	shinjuku japan hotels	hotels in shinjuku japan
raija	1646	1646	e2230b853516e7b05d79744fbd4c9c13	509	2015-09-21	QueryPair2K0917	Fair		0	oceanfront hotels miami beach fl	509	hotels miami beach fl	oceanfront hotels miami beach fl
raija	1654	1654	f9028faec74be6ec9b852b0a542e2f39	838	2015-09-21	QueryPair2K0917	Excellent		0	hotels.in captiva island fl	838	captiva island fl hotels	hotels.in captiva island fl
raija	1656	1656	c1e39d912d21c91dce811d6da9929ae8	1271	2015-09-21	QueryPair2K0917	Good		0	cruises to acapulco	1271	cheap cruises to acapulco	cruises to acapulco
raija	1658	1658	4e87337f366f72daa424dae11df0538c	1862	2015-09-23	QueryPair2K0917	Excellent		0	hotel chesapeake virginia	1862	hotel in chesapeake virginia	hotel chesapeake virginia
raija	166	166	ac796a52db3f16bbdb6557d3d89d1c5a	1473	2015-09-21	QueryPair2K0917	Fair		0	5 star hotels celina oh	1473	hotels celina oh	5 star hotels celina oh
raija	1661	1661	f718499c1c8cef6730f9fd03c8125cab	256	2015-09-21	QueryPair2K0917	Good		0	hotels st louis mo	256	cheap hotels in st louis mo	hotels st louis mo
raija	1666	1666	79a49b3e3762632813f9e35f4ba53d6c	1376	2015-09-21	QueryPair2K0917	Good		0	trip california	1376	cheap trips to california	trip california
raija	167	167	c0e190d8267e36708f955d7ab048990d	219	2015-09-21	QueryPair2K0917	Excellent		0	cruise copenhagen	219	copenhagen cruises	cruise copenhagen
raija	1693	1693	3b5dca501ee1e6d8cd7b905f4e1bf723	819	2015-09-23	QueryPair2K0917	Fair		0	beach hotels in ft myers fl	819	ft myers fl hotel	beach hotels in ft myers fl
raija	1696	1696	68264bdb65b97eeae6788aa3348e553c	660	2015-09-21	QueryPair2K0917	Excellent		0	vacations chamonix france	660	chamonix france vacation	vacations chamonix france
raija	171	171	0fcbc61acd0479dc77e3cccc0f5ffca7	531	2015-09-21	QueryPair2K0917	Good		0	hotels los olivos california	531	hotels near to los olivos california	hotels los olivos california
raija	1720	1720	0e095e054ee94774d6a496099eb1cf6a	1183	2015-09-23	QueryPair2K0917	Fair		0	5 star hotels in healdsburg ca	1183	hotels in healdsburg ca	5 star hotels in healdsburg ca
raija	1741	1741	7eb3c8be3d411e8ebfab08eba5f49632	1263	2015-09-23	QueryPair2K0917	Good		0	lodging newport ri	1263	cheap lodging in newport ri	lodging newport ri
raija	1745	1745	147702db07145348245dc5a2f2fe5683	1202	2015-09-21	QueryPair2K0917	Excellent		0	hotels in klamath falls or	1202	hotels klamath falls or	hotels in klamath falls or
raija	1746	1746	a89cf525e1d9f04d16ce31165e139a4b	1061	2015-09-23	QueryPair2K0917	Fair		0	hotels south ocean blvd myrtle beach south carolina	1061	oceanfront hotels myrtle beach south carolina	hotels south ocean blvd myrtle beach south carolina
raija	175	175	705f2172834666788607efbfca35afb3	227	2015-09-21	QueryPair2K0917	Excellent		0	hotels san juan beach	227	hotel san juan beach	hotels san juan beach
raija	1758	1758	735b90b4568125ed6c3f678819b6e058	67	2015-09-21	QueryPair2K0917	Fair		0	airport hotels in charlotte nc	67	charlotte nc hotels	airport hotels in charlotte nc
raija	1760	1760	fec8d47d412bcbeece3d9128ae855a7a	982	2015-09-23	QueryPair2K0917	Good		0	cheap motels wrightsville beach nc	982	motels wrightsville beach nc	cheap motels wrightsville beach nc
raija	1765	1765	8f121ce07d74717e0b1f21d122e04521	268	2015-09-21	QueryPair2K0917	Good		0	hotels portland maine	268	hotels near portland maine	hotels portland maine
raija	1771	1771	5a142a55461d5fef016acfb927fee0bd	1710	2015-09-21	QueryPair2K0917	Excellent		0	bed and breakfast in ithaca ny	1710	ithaca ny bed and breakfast	bed and breakfast in ithaca ny
raija	1775	1775	98b297950041a42470269d56260243a1	460	2015-09-23	QueryPair2K0917	Good		0	hotels near rivington ny	460	rivington hotel ny	hotels near rivington ny
raija	1779	1779	9c3b1830513cc3b8fc4b76635d32e692	1113	2015-09-23	QueryPair2K0917	Fair		0	best hotels in saint augustine	1113	hotels in saint augustine	best hotels in saint augustine
raija	1794	1794	3493894fa4ea036cfc6433c3e2ee63b0	591	2015-09-23	QueryPair2K0917	Excellent		0	cheap airline tickets to seattle washington	591	cheap seattle washington airline ticket	cheap airline tickets to seattle washington
raija	1795	1795	470e7a4f017a5476afb7eeb3f8b96f9b	757	2015-09-23	QueryPair2K0917	Good		0	hotels winnemucca nv	757	cheap winnemucca nv hotels	hotels winnemucca nv
raija	180	180	7fb8ceb3bd59c7956b1df66729296a4c	1485	2015-09-21	QueryPair2K0917	Excellent		0	hotels westminster md	1485	hotels in westminster md	hotels westminster md
raija	1805	1805	55c567fd4395ecef6d936cf77b8d5b2b	1497	2015-09-23	QueryPair2K0917	Excellent		0	hotels.in washington downtown	1497	hotels washington downtown	hotels.in washington downtown
raija	1810	1810	642e92efb79421734881b53e1e1b18b6	48	2015-09-23	QueryPair2K0917	Excellent		0	cheap hotel miami beach	48	cheap hotels miami beach	cheap hotel miami beach
raija	1818	1818	df263d996281d984952c07998dc54358	739	2015-09-21	QueryPair2K0917	Fair		0	cheap hotels in athens ohio	739	hotels in athens ohio	cheap hotels in athens ohio
raija	1821	1821	20aee3a5f4643755a79ee5f6a73050ac	895	2015-09-23	QueryPair2K0917	Fair		0	hotel reykjavik iceland	895	cheap hotels in iceland	hotel reykjavik iceland
raija	1823	1823	1cc3633c579a90cfdd895e64021e2163	930	2015-09-21	QueryPair2K0917	Fair		0	cheap hotels kent	930	kent hotels	cheap hotels kent
raija	1830	1830	7ce3284b743aefde80ffd9aec500e085	887	2015-09-23	QueryPair2K0917	Good		0	hotels hayward	887	cheap hotels in hayward	hotels hayward
raija	1839	1839	d68a18275455ae3eaa2c291eebb46e6d	1987	2015-09-21	QueryPair2K0917	Excellent		0	cheap flights in orlando	1987	cheap flights orlando	cheap flights in orlando
raija	1840	1840	452bf208bf901322968557227b8f6efe	1572	2015-09-23	QueryPair2K0917	Good		0	romantic hotels san diego	1572	mission valley san diego hotels	romantic hotels san diego
raija	1843	1843	95192c98732387165bf8e396c0f2dad2	2016	2015-09-23	QueryPair2K0917	Fair		0	vacation resorts crystal beach fl	2016	crystal beach fl resorts	vacation resorts crystal beach fl
raija	1851	1851	fface8385abbf94b4593a0ed53a0c70f	1827	2015-09-21	QueryPair2K0917	Excellent		0	hotels at marathon florida	1827	marathon florida hotels	hotels at marathon florida
raija	1853	1853	65699726a3c601b9f31bf04019c8593c	1908	2015-09-21	QueryPair2K0917	Excellent		0	hotels las vegas	1908	hotel las vegas	hotels las vegas
raija	1865	1865	f5f8590cd58a54e94377e6ae2eded4d9	450	2015-09-23	QueryPair2K0917	Excellent		0	cheap hotels southfield	450	cheap southfield hotel	cheap hotels southfield
raija	1866	1866	82aa4b0af34c2313a562076992e50aa3	162	2015-09-23	QueryPair2K0917	Good		0	cheap airline tickets washington dc	162	cheap airline tickets to dc	cheap airline tickets washington dc
raija	187	187	f670ef5d2d6bdf8f29450a970494dd64	1643	2015-09-23	QueryPair2K0917	Excellent		0	best hotel miami beach	1643	best hotel in miami beach	best hotel miami beach
raija	1877	1877	9778d5d219c5080b9a6a17bef029331c	82	2015-09-21	QueryPair2K0917	Good		0	hotels fish creek wi	82	fish creek hotels motels	hotels fish creek wi
raija	1878	1878	2f2b265625d76a6704b08093c652fd79	334	2015-09-21	QueryPair2K0917	Excellent		0	hotel in palatino of rome italy	334	hotel palatino of rome italy	hotel in palatino of rome italy
raija	1885	1885	357a6fdf7642bf815a88822c447d9dc4	337	2015-09-23	QueryPair2K0917	Fair		0	cheap hotels at rochester ny	337	hotels rochester ny	cheap hotels at rochester ny
raija	1897	1897	3c1e4bd67169b8153e0047536c9f541e	1639	2015-09-23	QueryPair2K0917	Good		0	hotels south carolina myrtle beach	1639	cheap myrtle beach hotels	hotels south carolina myrtle beach
raija	1898	1898	e6b4b2a746ed40e1af829d1fa82daa10	572	2015-09-23	QueryPair2K0917	Excellent		0	hotels.in williamsburg va	572	hotel williamsburg va	hotels.in williamsburg va
raija	1914	1914	d3d9446802a44259755d38e6d163e820	10	2015-09-21	QueryPair2K0917	Good		0	hotel ocean city md	10	ocean city md cheap hotels	hotel ocean city md
raija	1916	1916	89ae0fe22c47d374bc9350ef99e01685	1545	2015-09-23	QueryPair2K0917	Fair		0	cheap flights pittsburgh pennsylvania	1545	pittsburgh pennsylvania flight	cheap flights pittsburgh pennsylvania
raija	1919	1919	7940ab47468396569a906f75ff3f20ef	1306	2015-09-23	QueryPair2K0917	Excellent		0	hotels.near germantown tn	1306	hotels near germantown tn	hotels.near germantown tn
raija	192	192	021bbc7ee20b71134d53e20206bd6feb	1024	2015-09-23	QueryPair2K0917	Fair		0	cheap hotels san juan beach	1024	san juan beach hotels	cheap hotels san juan beach
raija	1928	1928	36660e59856b4de58a219bcf4e27eba3	262	2015-09-21	QueryPair2K0917	Excellent		1	hotels grand canyon	262	hotels in grand canyon	hotels grand canyon
raija	1928	1928	74db120f0a8e5646ef5a30154e9f6deb	228	2015-09-21	QueryPair2K0917	Good		0	hotels grand canyon	228	luxury hotels in grand canyon	hotels grand canyon
raija	1929	1929	eb6fdc36b281b7d5eabf33396c2683a2	618	2015-09-21	QueryPair2K0917	Excellent		0	hotels at sedona az	618	sedona az hotel	hotels at sedona az
raija	1931	1931	cd63a3eec3319fd9c84c942a08316e00	1849	2015-09-23	QueryPair2K0917	Fair		0	best deals on hotels in las vegas	1849	paris las vegas hotels	best deals on hotels in las vegas
raija	1934	1934	5eac43aceba42c8757b54003a58277b5	1245	2015-09-23	QueryPair2K0917	Good		0	hotels.in niagara falls	1245	top hotels in niagara falls	hotels.in niagara falls
raija	1938	1938	ef0d3930a7b6c95bd2b32ed45989c61f	299	2015-09-23	QueryPair2K0917	Fair		0	hotels on the beach gulfshores alabama	299	gulfshores alabama hotel	hotels on the beach gulfshores alabama
raija	1939	1939	d736bb10d83a904aefc1d6ce93dc54b8	1041	2015-09-21	QueryPair2K0917	Excellent		0	hotels dallas tx	1041	hotel dallas tx	hotels dallas tx
raija	1950	1950	8cb22bdd0b7ba1ab13d742e22eed8da2	406	2015-09-23	QueryPair2K0917	Fair		0	cheap hotels in del mar california	406	del mar california hotels	cheap hotels in del mar california
raija	1953	1953	577ef1154f3240ad5b9b413aa7346a1e	235	2015-09-23	QueryPair2K0917	Excellent		0	hotels perrysburg ohio	235	hotels in perrysburg ohio	hotels perrysburg ohio
raija	1962	1962	c16a5320fa475530d9583c34fd356ef5	31	2015-09-23	QueryPair2K0917	Fair		0	best hotels in galveston tx	31	hotel galveston tx	best hotels in galveston tx
raija	1965	1965	17d63b1625c816c22647a73e1482372b	411	2015-09-21	QueryPair2K0917	Excellent		0	hotel waco texas	411	hotels in waco texas	hotel waco texas
